_CustomObjectKey,id_titulo,id_plano,id_serie
16270451,129616,"PU36A ",IB
16270453,129768,"PU36C ",AB
16270455,129771,"PU36C ",AB
16270457,129772,"PU36C ",AB
16270458,12980,"PU24A ",EA
16270459,129812,"PM48E ",ED
16270460,12984,"PM48  ",GA
16270461,129869,"PU36  ",MA
16270462,129874,"PU36W ",AA
16270463,129876,"PU36  ",MA
16270464,12993,"PM36A ",CF
16270465,129956,"PU36A ",IB
16270466,13002,"PU24A ",EA
16270467,13015,"PU36A ",IA
16270468,130200,"C36PU ",AA
16270469,13021,"PU24A ",EA
16270470,130256,"PUA24 ",AA
16270471,130302,"PM60  ",LA
16270472,130307,"PM60  ",LA
16270473,130371,"PM72P ",AA
16270474,13040,"PM72P ",AA
16270475,13042,"PU24A ",EA
16270476,13047,"PU24A ",EA
16270477,13049,"PU36A ",IA
16270478,13052,"PU24A ",EA
16270479,13062,"PM48M ",OA
16270480,130734,"PU24A ",EA
16270481,13078,"PU24A ",EA
16270482,131194,"PM60  ",LB
16270484,13125,"PU241 ",AA
