_CustomObjectKey,ID,HC_SITUACAO__C,HC_TITULO__C
28880640,a0o6g000005WjR9AAK,Finalizado - Fim de plano,2127673
28880641,a0o6g000005WJR9AAO,Ativo,1715599
28880642,a0o6g000005WJRaAAO,Finalizado - Fim de plano,1715626
28880643,a0o6g000005WjrAAAS,Ativo,1753259
28880644,a0o6g000005WJrAAAW,Ativo,1716412
28880645,a0o6g000005WJRBAA4,Ativo,1715601
28880646,a0o6g000005WJrbAAG,Ativo,1716439
28880647,a0o6g000005WJRcAAO,Ativo,1715628
28880648,a0o6g000005WJrCAAW,Ativo,1716414
28880649,a0o6g000005WjSaAAK,Finalizado - Fim de plano,2127762
28880650,a0o6g000005WjSBAA0,Ativo,2127737
28880651,a0o6g000005WjsbAAC,Ativo,1753348
28880652,a0o6g000005WjScAAK,Ativo,2127764
28880653,a0o6g000005WjsCAAS,Ativo,1753323
28880654,a0o6g000005WjSDAA0,Finalizado - Fim de plano,2127739
28880655,a0o6g000005WjsdAAC,Finalizado - Fim de plano,1753350
28880656,a0o6g000005WJSeAAO,Finalizado - Fim de plano,1715692
28880657,a0o6g000005WjsEAAS,Ativo,1753325
28880658,a0o6g000005WJSFAA4,Ativo,1715667
28880659,a0o6g000005WJsfAAG,Finalizado - Fim de plano,1716505
28880660,a0o6g000005WJSgAAO,Ativo,1715694
28880661,a0o6g000005WJsGAAW,Finalizado - Antecipado total,1716480
28880662,a0o6g000005WJSHAA4,Finalizado - Fim de plano,1715669
28880663,a0o6g000005WJshAAG,Ativo,1716507
28880664,a0o6g000005WJsIAAW,Ativo,1716482
28880665,a0o6g000005WjTgAAK,Ativo,2127830
28880666,a0o6g000005WjtGAAS,Finalizado - Fim de plano,1753389
28880667,a0o6g000005WjTHAA0,Finalizado - Antecipado total,2127805
28880668,a0o6g000005WjthAAC,Ativo,1753416
28880669,a0o6g000005WjTiAAK,Ativo,2127832
28880670,a0o6g000005WJTiAAO,Ativo,1809230
28880671,a0o6g000005WjtIAAS,Ativo,1753391
28880672,a0o6g000005WjTJAA0,Ativo,2127807
28880673,a0o6g000005WJTJAA4,Ativo,1715733
28880674,a0o6g000005WjtjAAC,Finalizado - Antecipado total,1753418
28880675,a0o6g000005WJtjAAG,Ativo,1810043
28880676,a0o6g000005WJTkAAO,Ativo,1809232
28880677,a0o6g000005WJtKAAW,Ativo,1810018
28880678,a0o6g000005WJTLAA4,Ativo,1715735
28880679,a0o6g000005WJtlAAG,Finalizado - Fim de plano,1810045
28880680,a0o6g000005WJtMAAW,Ativo,1810020
28880681,a0o6g000005WjTnAAK,Finalizado - Fim de plano,2127837
28880682,a0o6g000005WjTOAA0,Finalizado - Fim de plano,2127812
28880683,a0o6g000005WjtoAAC,Ativo,1753423
28880684,a0o6g000005WJVTAA4,Finalizado - Fim de plano,1809339
28880685,a0o6g000005WJvtAAG,Finalizado - Fim de plano,1810177
28880686,a0o6g000005WJVuAAO,Ativo,1809366
28880687,a0o6g000005WJvUAAW,Ativo,1810152
28880688,a0o6g000005WJVVAA4,Ativo,1809341
28880689,a0o6g000005WJvvAAG,Ativo,1810179
28880690,a0o6g000005WJvWAAW,Ativo,1810154
28880691,a0o6g000005WjVxAAK,Finalizado - Antecipado total,1849527
28880692,a0o6g000005WjVYAA0,Finalizado - Antecipado total,1849502
28880693,a0o6g000005WjvyAAC,Finalizado - Fim de plano,1753557
28880694,a0o6g000005WjVzAAK,Finalizado - Antecipado total,1849529
28880695,a0o6g000005WjvZAAS,Ativo,1753532
28880696,a0o6g000005Wjw0AAC,Ativo,1753559
28880697,a0o6g000005WJW1AAO,Ativo,1809373
28880698,a0o6g000005WJw2AAG,Finalizado - Fim de plano,1810186
28880699,a0o6g000005WJW3AAO,Ativo,1809375
28880700,a0o6g000005WJw4AAG,Finalizado - Fim de plano,1810188
28880701,a0o6g000005WVIwAAO,Finalizado - Antecipado total,1731653
28880702,a0o6g000005WViWAAW,Finalizado - Fim de plano,2116711
28880703,a0o6g000005WVIXAA4,Finalizado - Antecipado total,1731628
28880704,a0o6g000005WVixAAG,Ativo,2116738
28880705,a0o6g000005WViYAAW,Ativo,2116713
28880706,a0o6g000005WvIzAAK,Finalizado - Fim de plano,1867914
28880707,a0o6g000005Wvj0AAC,Ativo,2139352
28880708,a0o6g000005WvK5AAK,Finalizado - Fim de plano,1867982
28880709,a0o6g000005Wvk6AAC,Ativo,2139420
28880710,a0o6g000005WvK7AAK,Finalizado - Antecipado total,1867984
28880711,a0o6g000005WVK7AAO,Finalizado - Antecipado total,1731726
28880712,a0o6g000005Wvk8AAC,Ativo,2139422
28880713,a0o6g000005WVk8AAG,Ativo,2116811
28880714,a0o6g000005WVK9AAO,Finalizado - Antecipado total,1731728
28880715,a0o6g000005WVkAAAW,Ativo,2116813
28880716,a0o6g000005WvKbAAK,Ativo,1868014
28880717,a0o6g000005WvKCAA0,Ativo,1867989
28880718,a0o6g000005WVldAAG,Em processo de finalização,1735433
28880719,a0o6g000005WVLeAAO,Em processo de finalização,1735022
28880720,a0o6g000005WVlEAAW,Ativo,1735408
28880721,a0o6g000005WVLFAA4,Ativo,1734997
28880722,a0o6g000005WVlfAAG,Ativo,1735435
28880723,a0o6g000005WVlGAAW,Ativo,1735410
28880724,a0o6g000005WvLhAAK,Ativo,1868082
28880725,a0o6g000005WvLIAA0,Finalizado - Fim de plano,1868057
28880726,a0o6g000005WVmjAAG,Ativo,1735501
28880727,a0o6g000005WVmKAAW,Finalizado - Antecipado total,1735476
28880728,a0o6g000005WvMlAAK,Finalizado - Fim de plano,1864337
28880729,a0o6g000005WvMMAA0,Ativo,1864301
28880730,a0o6g000005WvmmAAC,Finalizado - Antecipado total,1771574
28880731,a0o6g000005WvMnAAK,Ativo,1864339
28880732,a0o6g000005WvmNAAS,Finalizado - Antecipado total,1771549
28880733,a0o6g000005WvMOAA0,Ativo,1864303
28880734,a0o6g000005WVnpAAG,Ativo,1735569
28880735,a0o6g000005WvnqAAC,Finalizado - Antecipado total,1771640
28880736,a0o6g000005WVnQAAW,Ativo,1735544
28880737,a0o6g000005WvNrAAK,Ativo,1864405
28880738,a0o6g000005WvnRAAS,Finalizado - Antecipado total,1771615
28880739,a0o6g000005WvNSAA0,Ativo,1864380
28880740,a0o6g000005WvnsAAC,Finalizado - Antecipado total,1771642
28880741,a0o6g000005WvNtAAK,Ativo,1864407
28880742,a0o6g000005WVNtAAO,Ativo,1735161
28880743,a0o6g000005WvnTAAS,Finalizado - Antecipado total,1771617
28880744,a0o6g000005WvNUAA0,Ativo,1864382
28880745,a0o6g000005WvOWAA0,Finalizado - Antecipado total,1864446
28880746,a0o6g000005WvowAAC,Ativo,1868295
28880747,a0o6g000005WvOxAAK,Finalizado - Fim de plano,1864473
28880748,a0o6g000005WvoXAAS,Finalizado - Antecipado total,1771683
28880749,a0o6g000005WvOYAA0,Ativo,1864448
28880750,a0o6g000005WvoyAAC,Ativo,1868297
28880751,a0o6g000005WVOzAAO,Finalizado - Antecipado total,1828726
28880752,a0o6g000005WvoZAAS,Finalizado - Antecipado total,1771685
28880753,a0o6g000005WVp0AAG,Ativo,2116913
28880754,a0o6g000005WVQ5AAO,Finalizado - Antecipado total,1828794
28880755,a0o6g000005WVq6AAG,Ativo,2116981
28880756,a0o6g000005WvQ8AAK,Em processo de finalização,2139178
28880757,a0o6g000005Wvq9AAC,Ativo,1868370
28880758,a0o6g000005WvQAAA0,Finalizado - Fim de plano,2139180
28880759,a0o6g000005WvqaAAC,Ativo,1868397
28880760,a0o6g000005WVQbAAO,Finalizado - Antecipado total,1828826
28880761,a0o6g000005WvqBAAS,Finalizado - Fim de plano,1868372
28880762,a0o6g000005WvRdAAK,Ativo,2139275
28880763,a0o6g000005WvrDAAS,Ativo,1868436
28880764,a0o6g000005WvREAA0,Ativo,2139246
28880765,a0o6g000005WvreAAC,Ativo,1868463
28880766,a0o6g000005WvRfAAK,Ativo,2139277
28880767,a0o6g000005WVRfAAO,Finalizado - Antecipado total,1731794
28880768,a0o6g000005WvrFAAS,Ativo,1868438
28880769,a0o6g000005WvRGAA0,Ativo,2139248
28880770,a0o6g000005WVRGAA4,Finalizado - Antecipado total,1828867
28880771,a0o6g000005WvrgAAC,Ativo,1868465
28880772,a0o6g000005WVrgAAG,Finalizado - Antecipado total,1829105
28880773,a0o6g000005WVRhAAO,Finalizado - Antecipado total,1731796
28880774,a0o6g000005WvrHAAS,Ativo,1868440
28880775,a0o6g000005WVrHAAW,Finalizado - Antecipado total,1829080
28880776,a0o6g000005X0XHAA0,Finalizado - Antecipado total,2143854
28880777,a0o6g000005X0xhAAC,Finalizado - Antecipado total,1873294
28880778,a0o6g000005X0XiAAK,Finalizado - Antecipado total,2143881
28880779,a0o6g000005X0xIAAS,Finalizado - Antecipado total,1873269
28880780,a0o6g000005X0XJAA0,Finalizado - Antecipado total,2143856
28880781,a0o6g000005X0xjAAC,Finalizado - Antecipado total,1873296
28880782,a0o6g000005X0xKAAS,Finalizado - Antecipado total,1873271
28880783,a0o6g000005X0XnAAK,Finalizado - Antecipado total,2143887
28880784,a0o6g000005X0XOAA0,Finalizado - Antecipado total,2143861
28880785,a0o6g000005X0xoAAC,Finalizado - Antecipado total,1873301
28880786,a0o6g000005X0XpAAK,Finalizado - Antecipado total,2143889
28880787,a0o6g000005X0xPAAS,Finalizado - Antecipado total,1873276
28880788,a0o6g000005X0XQAA0,Finalizado - Antecipado total,2143863
28880789,a0o6g000005X0xqAAC,Finalizado - Antecipado total,1873303
28880790,a0o6g000005X0XrAAK,Finalizado - Antecipado total,2143891
28880791,a0o6g000005X0xRAAS,Finalizado - Antecipado total,1873278
28880792,a0o6g000005X0XSAA0,Finalizado - Antecipado total,2143865
28880793,a0o6g000005X0XwAAK,Finalizado - Cancelado,2143896
28880794,a0o6g000005X0XXAA0,Finalizado - Antecipado total,2143870
28880795,a0o6g000005X0xxAAC,Finalizado - Antecipado total,1873310
28880796,a0o6g000005X0XyAAK,Finalizado - Antecipado total,2143898
28880797,a0o6g000005X0xYAAS,Finalizado - Antecipado total,1873285
28880798,a0o6g000005X0YNAA0,Finalizado - Antecipado total,2143923
28880799,a0o6g000005X0ynAAC,Finalizado - Antecipado total,1779954
28880800,a0o6g000005X0yOAAS,Ativo,1779928
28880801,a0o6g000005X0YtAAK,Finalizado - Antecipado total,1872756
28880802,a0o6g000005X0YUAA0,Finalizado - Antecipado total,1872731
28880803,a0o6g000005X0yuAAC,Finalizado - Fim de plano,1779961
28880804,a0o6g000005X0YvAAK,Finalizado - Antecipado total,1872758
28880805,a0o6g000005X0yVAAS,Finalizado - Fim de plano,1779936
28880806,a0o6g000005X0YWAA0,Finalizado - Antecipado total,1872733
28880807,a0o6g000005X09ZAAS,Finalizado - Antecipado total,2143384
28880808,a0o6g000005X0A0AAK,Finalizado - Antecipado total,2143411
28880809,a0o6g000005X0A5AAK,Finalizado - Antecipado total,2143416
28880810,a0o6g000005X0a6AAC,Finalizado - Antecipado total,1872831
28880811,a0o6g000005X0A7AAK,Finalizado - Antecipado total,2143418
28880812,a0o6g000005X0a8AAC,Finalizado - Antecipado total,1872833
28880813,a0o6g000005X0AdAAK,Finalizado - Antecipado total,2143450
28880814,a0o6g000005X0AEAA0,Finalizado - Antecipado total,2143425
28880815,a0o6g000005X0aeAAC,Finalizado - Antecipado total,1872865
28880816,a0o6g000005X0AfAAK,Finalizado - Antecipado total,2143452
28880817,a0o6g000005X0aFAAS,Finalizado - Antecipado total,1872840
28880818,a0o6g000005X0AGAA0,Finalizado - Antecipado total,2143427
28880819,a0o6g000005X0agAAC,Finalizado - Antecipado total,1872867
28880820,a0o6g000005X0aHAAS,Finalizado - Antecipado total,1872842
28880821,a0o6g000005X0AkAAK,Finalizado - Antecipado total,2143457
28880822,a0o6g000005X0ALAA0,Finalizado - Antecipado total,2143432
28880823,a0o6g000005X0alAAC,Finalizado - Antecipado total,1872872
28880824,a0o6g000005X0cYAAS,Ativo,1876787
28880825,a0o6g000005X0D3AAK,Em processo de finalização,1876406
28880826,a0o6g000005X0d4AAC,Ativo,1876819
28880827,a0o6g000005X0D5AAK,Ativo,1876408
28880828,a0o6g000005X0d6AAC,Em processo de finalização,1876821
28880829,a0o6g000005X0DbAAK,Ativo,1876440
28880830,a0o6g000005X0DCAA0,Ativo,1876415
28880831,a0o6g000005X0dcAAC,Ativo,1876854
28880832,a0o6g000005X0DdAAK,Finalizado - Fim de plano,1876442
28880833,a0o6g000005X0dDAAS,Finalizado - Fim de plano,1876828
28880834,a0o6g000005X0DEAA0,Ativo,1876417
28880835,a0o6g000005X0deAAC,Finalizado - Fim de plano,1876856
28880836,a0o6g000005X0dFAAS,Ativo,1876830
28880837,a0o6g000005X0FsAAK,Finalizado - Antecipado total,1779164
28880838,a0o6g000005X0FTAA0,Finalizado - Antecipado total,1779139
28880839,a0o6g000005X0ftAAC,Ativo,1779581
28880840,a0o6g000005X0FuAAK,Finalizado - Antecipado total,1779166
28880841,a0o6g000005X0fUAAS,Ativo,1779556
28880842,a0o6g000005X0FVAA0,Finalizado - Antecipado total,1779141
28880843,a0o6g000005X0fvAAC,Finalizado - Fim de plano,1779583
28880844,a0o6g000005X0fWAAS,Finalizado - Fim de plano,1779558
28880845,a0o6g000005X0G1AAK,Finalizado - Antecipado total,1779173
28880846,a0o6g000005X0g2AAC,Ativo,1779590
28880847,a0o6g000005X0G3AAK,Finalizado - Antecipado total,1779175
28880848,a0o6g000005X0g4AAC,Ativo,1779592
28880849,a0o6g000005X0g9AAC,Ativo,1779597
28880850,a0o6g000005X0JnAAK,Finalizado - Antecipado total,1872620
28880851,a0o6g000005X0JOAA0,Finalizado - Antecipado total,1872595
28880852,a0o6g000005X0joAAC,Finalizado - Antecipado total,1873033
28880853,a0o6g000005X0JpAAK,Finalizado - Antecipado total,1872622
28880854,a0o6g000005X0jPAAS,Finalizado - Antecipado total,1873008
28880855,a0o6g000005X0JQAA0,Finalizado - Antecipado total,1872597
28880856,a0o6g000005X0jqAAC,Finalizado - Antecipado total,1873035
28880857,a0o6g000005X0jRAAS,Finalizado - Antecipado total,1873010
28880858,a0o6g000005X0jvAAC,Finalizado - Antecipado total,1873040
28880859,a0o6g000005X0pNAAS,Ativo,1779769
28880860,a0o6g000005X0PqAAK,Ativo,1876599
28880861,a0o6g000005X0PRAA0,Ativo,1876574
28880862,a0o6g000005X0prAAC,Ativo,1779799
28880863,a0o6g000005X0PsAAK,Finalizado - Antecipado total,1876601
28880864,a0o6g000005X0pSAAS,Finalizado - Fim de plano,1779774
28880865,a0o6g000005X0PTAA0,Ativo,1876576
28880866,a0o6g000005X0ptAAC,Ativo,1779801
28880867,a0o6g000005X0PuAAK,Ativo,1876603
28880868,a0o6g000005X0pUAAS,Ativo,1779776
28880869,a0o6g000005X0VmAAK,Finalizado - Antecipado total,2143761
28880870,a0o6g000005X0VNAA0,Finalizado - Antecipado total,2143736
28880871,a0o6g000005X0vnAAC,Finalizado - Antecipado total,1873176
28880872,a0o6g000005X0VoAAK,Finalizado - Antecipado total,2143763
28880873,a0o6g000005X0vOAAS,Finalizado - Antecipado total,1873151
28880874,a0o6g000005X0VPAA0,Finalizado - Antecipado total,2143738
28880875,a0o6g000005X0vpAAC,Finalizado - Antecipado total,1873178
28880876,a0o6g000005X0vQAAS,Finalizado - Antecipado total,1873153
28880877,a0o6g000005X0VvAAK,Finalizado - Antecipado total,2143770
28880878,a0o6g000005X1KNAA0,Finalizado - Antecipado total,1873700
28880879,a0o6g000005X1knAAC,Finalizado - Antecipado total,1877791
28880880,a0o6g000005X1kOAAS,Finalizado - Antecipado total,1874113
28880881,a0o6g000005X1KrAAK,Finalizado - Antecipado total,1877382
28880882,a0o6g000005X1KSAA0,Finalizado - Antecipado total,1873705
28880883,a0o6g000005X1ksAAC,Finalizado - Antecipado total,1877796
28880884,a0o6g000005X1KtAAK,Finalizado - Antecipado total,1877384
28880885,a0o6g000005X1kTAAS,Finalizado - Antecipado total,1874118
28880886,a0o6g000005X1KUAA0,Finalizado - Antecipado total,1873707
28880887,a0o6g000005X1kuAAC,Finalizado - Antecipado total,1877798
28880888,a0o6g000005X1kVAAS,Finalizado - Antecipado total,1874120
28880889,a0o6g000005X1L0AAK,Finalizado - Antecipado total,1877391
28880890,a0o6g000005X1l1AAC,Finalizado - Antecipado total,1877805
28880891,a0o6g000005X1L2AAK,Finalizado - Antecipado total,1877393
28880892,a0o6g000005X1l3AAC,Finalizado - Antecipado total,1877807
28880893,a0o6g000005X1L9AAK,Finalizado - Antecipado total,1877400
28880894,a0o6g000005X1JAAA0,Finalizado - Antecipado total,1873625
28880895,a0o6g000005X1JeAAK,Finalizado - Antecipado total,1873655
28880896,a0o6g000005X1JFAA0,Finalizado - Antecipado total,1873630
28880897,a0o6g000005X1jfAAC,Finalizado - Antecipado total,1874068
28880898,a0o6g000005X1JgAAK,Finalizado - Antecipado total,1873657
28880899,a0o6g000005X1jGAAS,Finalizado - Antecipado total,1874043
28880900,a0o6g000005X1JHAA0,Finalizado - Antecipado total,1873632
28880901,a0o6g000005X1jhAAC,Finalizado - Antecipado total,1874070
28880902,a0o6g000005X1jIAAS,Finalizado - Antecipado total,1874045
28880903,a0o6g000005X1JnAAK,Finalizado - Antecipado total,1873664
28880904,a0o6g000005X1JOAA0,Finalizado - Antecipado total,1873639
28880905,a0o6g000005X1joAAC,Finalizado - Antecipado total,1874077
28880906,a0o6g000005X1JpAAK,Finalizado - Antecipado total,1873666
28880907,a0o6g000005X1jPAAS,Finalizado - Antecipado total,1874052
28880908,a0o6g000005X1JQAA0,Finalizado - Antecipado total,1873641
28880909,a0o6g000005X1jqAAC,Finalizado - Antecipado total,1874079
28880910,a0o6g000005X1jRAAS,Finalizado - Antecipado total,1874054
28880911,a0o6g000005X1LxAAK,Finalizado - Antecipado total,1877450
28880912,a0o6g000005X1LYAA0,Finalizado - Antecipado total,1877425
28880913,a0o6g000005X1lyAAC,Finalizado - Antecipado total,1877864
28880914,a0o6g000005X1LzAAK,Finalizado - Antecipado total,1877452
28880915,a0o6g000005X1lZAAS,Finalizado - Antecipado total,1877839
28880916,a0o6g000005X1m0AAC,Finalizado - Antecipado total,1877866
28880917,a0o6g000005X1M4AAK,Finalizado - Antecipado total,1877457
28880918,a0o6g000005X1m5AAC,Finalizado - Antecipado total,1877871
28880919,a0o6g000005X1M6AAK,Finalizado - Antecipado total,1877459
28880920,a0o6g000005X1m7AAC,Finalizado - Antecipado total,1877873
28880921,a0o6g000005X1McAAK,Finalizado - Antecipado total,1877491
28880922,a0o6g000005X1MDAA0,Finalizado - Antecipado total,1877466
28880923,a0o6g000005X1mdAAC,Finalizado - Antecipado total,1877905
28880924,a0o6g000005X1MeAAK,Finalizado - Antecipado total,1877493
28880925,a0o6g000005X0A3AAK,Finalizado - Antecipado total,2143414
28880926,a0o6g000005X0A4AAK,Finalizado - Antecipado total,2143415
28880927,a0o6g000005X0AaAAK,Finalizado - Antecipado total,2143447
28880928,a0o6g000005X0aAAAS,Finalizado - Antecipado total,1872835
28880929,a0o6g000005X0AbAAK,Finalizado - Antecipado total,2143448
28880930,a0o6g000005X0aBAAS,Finalizado - Cancelado,1872836
28880931,a0o6g000005X0aCAAS,Finalizado - Antecipado total,1872837
28880932,a0o6g000005X0aDAAS,Finalizado - Antecipado total,1872838
28880933,a0o6g000005X0AHAA0,Finalizado - Antecipado total,2143428
28880934,a0o6g000005X0ahAAC,Finalizado - Antecipado total,1872868
28880935,a0o6g000005X0AIAA0,Finalizado - Antecipado total,2143429
28880936,a0o6g000005X0aiAAC,Finalizado - Antecipado total,1872869
28880937,a0o6g000005X0AJAA0,Finalizado - Antecipado total,2143430
28880938,a0o6g000005X0ajAAC,Finalizado - Antecipado total,1872870
28880939,a0o6g000005X0AKAA0,Finalizado - Antecipado total,2143431
28880940,a0o6g000005X0akAAC,Finalizado - Antecipado total,1872871
28880941,a0o6g000005X0CyAAK,Ativo,1876401
28880942,a0o6g000005X0CzAAK,Finalizado - Fim de plano,1876402
28880943,a0o6g000005X0D0AAK,Ativo,1876403
28880944,a0o6g000005X0D1AAK,Ativo,1876404
28880945,a0o6g000005X0D2AAK,Ativo,1876405
28880946,a0o6g000005X0d7AAC,Finalizado - Fim de plano,1876822
28880947,a0o6g000005X0d8AAC,Ativo,1876823
28880948,a0o6g000005X0d9AAC,Ativo,1876824
28880949,a0o6g000005X0dAAAS,Finalizado - Fim de plano,1876825
28880950,a0o6g000005X0dBAAS,Ativo,1876826
28880951,a0o6g000005X0DFAA0,Ativo,1876418
28880952,a0o6g000005X0dfAAC,Finalizado - Fim de plano,1876857
28880953,a0o6g000005X0DGAA0,Finalizado - Antecipado total,1876419
28880954,a0o6g000005X0dgAAC,Finalizado - Fim de plano,1876858
28880955,a0o6g000005X0FwAAK,Finalizado - Antecipado total,1779168
28880956,a0o6g000005X0FxAAK,Finalizado - Antecipado total,1779169
28880957,a0o6g000005X0FyAAK,Finalizado - Antecipado total,1779170
28880958,a0o6g000005X0fYAAS,Finalizado - Fim de plano,1779560
28880959,a0o6g000005X0FzAAK,Finalizado - Antecipado total,1779171
28880960,a0o6g000005X0fZAAS,Ativo,1779561
28880961,a0o6g000005X0g5AAC,Ativo,1779593
28880962,a0o6g000005X0g6AAC,Finalizado - Fim de plano,1779594
28880963,a0o6g000005X0g7AAC,Ativo,1779595
28880964,a0o6g000005X0g8AAC,Ativo,1779596
28880965,a0o6g000005X0jMAAS,Finalizado - Antecipado total,1873005
28880966,a0o6g000005X0jNAAS,Finalizado - Antecipado total,1873006
28880967,a0o6g000005X0JRAA0,Finalizado - Antecipado total,1872598
28880968,a0o6g000005X0jrAAC,Finalizado - Antecipado total,1873036
28880969,a0o6g000005X0JSAA0,Finalizado - Antecipado total,1872599
28880970,a0o6g000005X0jsAAC,Finalizado - Antecipado total,1873037
28880971,a0o6g000005X0JTAA0,Finalizado - Antecipado total,1872600
28880972,a0o6g000005X0jtAAC,Finalizado - Antecipado total,1873038
28880973,a0o6g000005X0JUAA0,Finalizado - Antecipado total,1872601
28880974,a0o6g000005X0juAAC,Finalizado - Antecipado total,1873039
28880975,a0o6g000005X0JVAA0,Finalizado - Antecipado total,1872602
28880976,a0o6g000005X0PNAA0,Ativo,1876570
28880977,a0o6g000005X0pnAAC,Finalizado - Fim de plano,1779795
28880978,a0o6g000005X0POAA0,Finalizado - Fim de plano,1876571
28880979,a0o6g000005X0poAAC,Ativo,1779796
28880980,a0o6g000005X0PPAA0,Finalizado - Fim de plano,1876572
28880981,a0o6g000005X0ppAAC,Ativo,1779797
28880982,a0o6g000005X0PQAA0,Ativo,1876573
28880983,a0o6g000005X0pqAAC,Ativo,1779798
28880984,a0o6g000005X0PvAAK,Ativo,1876604
28880985,a0o6g000005X0VqAAK,Finalizado - Antecipado total,2143765
28880986,a0o6g000005X0VrAAK,Finalizado - Antecipado total,2143766
28880987,a0o6g000005X0VsAAK,Finalizado - Antecipado total,2143767
28880988,a0o6g000005X1mEAAS,Finalizado - Antecipado total,1877880
28880989,a0o6g000005X1MFAA0,Finalizado - Antecipado total,1877468
28880990,a0o6g000005X1mfAAC,Finalizado - Antecipado total,1877907
28880991,a0o6g000005X1OdAAK,Ativo,1780356
28880992,a0o6g000005X1OEAA0,Finalizado - Antecipado total,1780331
28880993,a0o6g000005X1oeAAC,Finalizado - Antecipado total,2144777
28880994,a0o6g000005X1OfAAK,Ativo,1780358
28880995,a0o6g000005X1oFAAS,Ativo,2144752
28880996,a0o6g000005X1OGAA0,Ativo,1780333
28880997,a0o6g000005X1ogAAC,Em processo de finalização,2144779
28880998,a0o6g000005X1oHAAS,Ativo,2144754
28880999,a0o6g000005X1OmAAK,Ativo,1780365
28881000,a0o6g000005X1ONAA0,Finalizado - Antecipado total,1780340
28881001,a0o6g000005X1onAAC,Ativo,2144786
28881002,a0o6g000005X1OoAAK,Finalizado - Antecipado total,1780367
28881003,a0o6g000005X1oOAAS,Ativo,2144761
28881004,a0o6g000005X1OPAA0,Ativo,1780342
28881005,a0o6g000005X1opAAC,Ativo,2144788
28881006,a0o6g000005X1oQAAS,Ativo,2144763
28881007,a0o6g000005X1N1AAK,Finalizado - Antecipado total,1877516
28881008,a0o6g000005X1n2AAC,Finalizado - Antecipado total,1877930
28881009,a0o6g000005X1N3AAK,Finalizado - Antecipado total,1877518
28881010,a0o6g000005X1n4AAC,Finalizado - Antecipado total,1877932
28881011,a0o6g000005X1NAAA0,Finalizado - Antecipado total,1877525
28881012,a0o6g000005X1naAAC,Finalizado - Antecipado total,1877964
28881013,a0o6g000005X1NbAAK,Finalizado - Antecipado total,1877552
28881014,a0o6g000005X1nBAAS,Finalizado - Antecipado total,1877939
28881015,a0o6g000005X1NCAA0,Finalizado - Antecipado total,1877527
28881016,a0o6g000005X1ncAAC,Finalizado - Antecipado total,1877966
28881017,a0o6g000005X1nDAAS,Finalizado - Antecipado total,1877941
28881018,a0o6g000005X1NHAA0,Finalizado - Antecipado total,1877532
28881019,a0o6g000005X1nhAAC,Finalizado - Antecipado total,1877971
28881020,a0o6g000005X1NiAAK,Finalizado - Antecipado total,1877559
28881021,a0o6g000005X1nIAAS,Finalizado - Antecipado total,1877946
28881022,a0o6g000005X1NJAA0,Finalizado - Antecipado total,1877534
28881023,a0o6g000005X1njAAC,Finalizado - Antecipado total,1877973
28881024,a0o6g000005X1NkAAK,Finalizado - Antecipado total,1877561
28881025,a0o6g000005X1nKAAS,Finalizado - Antecipado total,1877948
28881026,a0o6g000005X1NLAA0,Finalizado - Antecipado total,1877536
28881027,a0o6g000005X1PjAAK,Ativo,1780424
28881028,a0o6g000005X1PKAA0,Finalizado - Fim de plano,1780399
28881029,a0o6g000005X1pkAAC,Em processo de finalização,2144845
28881030,a0o6g000005X1PlAAK,Ativo,1780426
28881031,a0o6g000005X1pLAAS,Ativo,2144820
28881032,a0o6g000005X1PMAA0,Ativo,1780401
28881033,a0o6g000005X1pmAAC,Ativo,2144847
28881034,a0o6g000005X1pNAAS,Ativo,2144822
28881035,a0o6g000005X1PqAAK,Ativo,1780431
28881036,a0o6g000005X1PRAA0,Ativo,1780406
28881037,a0o6g000005X1prAAC,Ativo,2144852
28881038,a0o6g000005X1PsAAK,Ativo,1780433
28881039,a0o6g000005X1pSAAS,Ativo,2144827
28881040,a0o6g000005X1PTAA0,Finalizado - Fim de plano,1780408
28881041,a0o6g000005X1ptAAC,Finalizado - Fim de plano,2144854
28881042,a0o6g000005X1pUAAS,Ativo,2144829
28881043,a0o6g000005X1QnAAK,Ativo,1780490
28881044,a0o6g000005X1QOAA0,Ativo,1780465
28881045,a0o6g000005X1qoAAC,Ativo,2144911
28881046,a0o6g000005X1QpAAK,Ativo,1780492
28881047,a0o6g000005X1qPAAS,Finalizado - Antecipado total,2144886
28881048,a0o6g000005X1QQAA0,Finalizado - Fim de plano,1780467
28881049,a0o6g000005X1qqAAC,Ativo,2144913
28881050,a0o6g000005X1qRAAS,Finalizado - Antecipado total,2144888
28881051,a0o6g000005X1QwAAK,Finalizado - Antecipado total,1780499
28881052,a0o6g000005X1QXAA0,Ativo,1780474
28881053,a0o6g000005X1qxAAC,Ativo,2144920
28881054,a0o6g000005X1QyAAK,Ativo,1780501
28881055,a0o6g000005X1qYAAS,Ativo,2144895
28881056,a0o6g000005WiB5AAK,Finalizado - Antecipado total,1752001
28881057,a0o6g000005Wib6AAC,Finalizado - Antecipado total,1845174
28881058,a0o6g000005WiB7AAK,Finalizado - Antecipado total,1752003
28881059,a0o6g000005WIB7AAO,Ativo,1806819
28881060,a0o6g000005Wib8AAC,Finalizado - Antecipado total,1845176
28881061,a0o6g000005WIb8AAG,Finalizado - Antecipado total,1807644
28881062,a0o6g000005WIB9AAO,Ativo,1806821
