_CustomObjectKey,ID,hc_classificacao__c,hc_classificacao__c_old,Data_Inclusao
847,a0i6g000006SHEqAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
848,a0i6g000006Stv1AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
849,a0i6g000006UuEBAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
850,a0i6g000006UuEjAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
851,a0i6g000006UucWAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
852,a0i6g000006Uun4AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
853,a0i6g000006Uv76AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
854,a0i6g000006Uv78AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
855,a0i6g000006UvEvAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
856,a0i6g000006UvVbAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
857,a0i6g000006UveRAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
858,a0i6g000006Uvf5AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
859,a0i6g000006Uw2sAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
860,a0i6g000006Uw34AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
861,a0i6g000006UwDdAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
862,a0i6g000006UwF2AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
863,a0i6g000006UwMLAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
864,a0i6g000006UwVCAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
865,a0i6g000006UwjgAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
866,a0i6g000006Uwu8AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
867,a0i6g000006UwugAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
868,a0i6g000006Ux4tAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
869,a0i6g000006Ux5tAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
870,a0i6g000006UxFUAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
871,a0i6g000006UxFhAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
872,a0i6g000006UxQnAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
873,a0i6g000006UxalAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
874,a0i6g000006UxlFAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
875,a0i6g000006UxnEAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
876,a0i6g000006Uy9PAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
877,a0i6g000006Uz7LAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
878,a0i6g000006UzQOAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
879,a0i6g000006Is4nAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
880,a0i6g000006IvhVAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
881,a0i6g000006Iz9bAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
882,a0i6g000006J2axAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
883,a0i6g000006J7buAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
884,a0i6g000006JCTrAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
885,a0i6g000006JCUGAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
886,a0i6g000006JEzXAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
887,a0i6g000006JFF2AAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
888,a0i6g000006JFJUAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
889,a0i6g000006JGAdAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
890,a0i6g000006JHXzAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
891,a0i6g000006JLkjAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
892,a0i6g000006JLpgAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
893,a0i6g000006JPfoAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
894,a0i6g000006JREsAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
895,a0i6g000006JRS1AAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
896,a0i6g000006JSyjAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
897,a0i6g000006JV3mAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
898,a0i6g000006JWN0AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
899,a0i6g000006JaO5AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
900,a0i6g000006JcFxAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
901,a0i6g000006Jd67AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
902,a0i6g000006JeFDAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
903,a0i6g000006JeW0AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
904,a0i6g000006JkCAAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
905,a0i6g000006JtpjAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
906,a0i6g000006K4nUAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
907,a0i6g000006K5mnAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
908,a0i6g000006K6BVAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
909,a0i6g000006K6JdAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
910,a0i6g000006KAE6AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
911,a0i6g000006KFVaAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
912,a0i6g000006KJY6AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
913,a0i6g000006KMy3AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
914,a0i6g000006KOvlAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
915,a0i6g000006KUSkAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
916,a0i6g000006KUdxAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
917,a0i6g000006KbUiAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
918,a0i6g000006KdrqAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
919,a0i6g000006Ke7AAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
920,a0i6g000006Kgd5AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
921,a0i6g000006Ks3dAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
922,a0i6g000006KvHtAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
923,a0i6g000006KxOlAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
924,a0i6g000006LFtaAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
925,a0i6g000006LH3AAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
926,a0i6g000006LLMMAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
927,a0i6g000006LLWYAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
928,a0i6g000006LLjBAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
929,a0i6g000006LO7sAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
930,a0i6g000006LQvtAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
931,a0i6g000006LVJsAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
932,a0i6g000006LaKAAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
933,a0i6g000006Ldb1AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
934,a0i6g000006Lds4AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
935,a0i6g000006LdshAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
936,a0i6g000006Le86AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
937,a0i6g000006Le8FAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
938,a0i6g000006Le9kAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
939,a0i6g000006LeADAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
940,a0i6g000006LeVdAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
941,a0i6g000006LeW5AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
942,a0i6g000006LlhXAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
943,a0i6g000006LliaAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
944,a0i6g000006LliiAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
945,a0i6g000006LpNhAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
946,a0i6g000006Lq6FAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
947,a0i6g000006Lq6fAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
948,a0i6g000006LqdVAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
949,a0i6g000006Lqf8AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
950,a0i6g000006LqwyAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
951,a0i6g000006Lvu9AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
952,a0i6g000006Ly5zAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
953,a0i6g000006M64DAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
954,a0i6g000006M6bxAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
955,a0i6g000006MAeOAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
956,a0i6g000006MMXVAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
957,a0i6g000006MMbGAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
958,a0i6g000006MQMyAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
959,a0i6g000006MTPnAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
960,a0i6g000006MVZwAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
961,a0i6g000006MVoDAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
962,a0i6g000006MWg7AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
963,a0i6g000006MXk7AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
964,a0i6g000006MXrAAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
965,a0i6g000006MaT2AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
966,a0i6g000006MgiPAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
967,a0i6g000006MhsrAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
968,a0i6g000006MlwHAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
969,a0i6g000006MmNcAAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
970,a0i6g000006MmZYAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
971,a0i6g000006MtchAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
972,a0i6g000006My2LAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
973,a0i6g000006MzztAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
974,a0i6g000006N4ArAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
975,a0i6g000006NEc5AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
976,a0i6g000006NGYVAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
977,a0i6g000006NMtqAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
978,a0i6g000006NPCwAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
979,a0i6g000006NVPgAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
980,a0i6g000006NYAKAA4,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
981,a0i6g000006NmaBAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
982,a0i6g000006NplyAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
983,a0i6g000006NpyiAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
984,a0i6g000006Ny60AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
985,a0i6g000006NyM0AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
986,a0i6g000006NzZiAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
987,a0i6g000006O2VgAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
988,a0i6g000006O2r9AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
989,a0i6g000006O5vOAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
990,a0i6g000006OAcKAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
991,a0i6g000006OGvxAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
992,a0i6g000006OJDpAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
993,a0i6g000006OUMpAAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
994,a0i6g000006OVD3AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
995,a0i6g000006OWGKAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
996,a0i6g000006OWpIAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
997,a0i6g000006OaayAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
998,a0i6g000006OqY3AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
999,a0i6g000006OrTfAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1000,a0i6g000006OrgDAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1001,a0i6g000006OvzKAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1002,a0i6g000006Oz5kAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1003,a0i6g000006P23bAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1004,a0i6g000006P255AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1005,a0i6g000006P25EAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1006,a0i6g000006P2J5AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1007,a0i6g000006P3b9AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1008,a0i6g000006P5BQAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1009,a0i6g000006P6XZAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1010,a0i6g000006P6jFAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1011,a0i6g000006P6ysAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1012,a0i6g000006P6zGAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1013,a0i6g000006P6zXAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1014,a0i6g000006P6ztAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1015,a0i6g000006P70JAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1016,a0i6g000006P71AAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1017,a0i6g000006P71DAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1018,a0i6g000006P7L2AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1019,a0i6g000006P7MTAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1020,a0i6g000006P7NTAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1021,a0i6g000006P7VZAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1022,a0i6g000006P7W1AAK,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1023,a0i6g000006P7agAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1024,a0i6g000006P7b5AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1025,a0i6g000006P7qEAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1026,a0i6g000006P7rVAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1027,a0i6g000006P7sAAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1028,a0i6g000006P81NAAS,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1029,a0i6g000006P82fAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1030,a0i6g000006P8VqAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1031,a0i6g000006P8ozAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1032,a0i6g000006P8qaAAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1033,a0i6g000006PBreAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1034,a0i6g000006PBsEAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1035,a0i6g000006PC6EAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1036,a0i6g000006PC6iAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1037,a0i6g000006PC73AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1038,a0i6g000006PCGiAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1039,a0i6g000006PCHCAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1040,a0i6g000006PCRXAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1041,a0i6g000006PCSrAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1042,a0i6g000006PCgjAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1043,a0i6g000006PChWAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1044,a0i6g000006PChdAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1045,a0i6g000006PChiAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1046,a0i6g000006PChrAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1047,a0i6g000006PCtpAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1048,a0i6g000006PCu4AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1049,a0i6g000006PCuGAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1050,a0i6g000006PDI3AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1051,a0i6g000006PDLUAA4,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1052,a0i6g000006PHmSAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1053,a0i6g000006PHmwAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1054,a0i6g000006PHnCAAW,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1055,a0i6g000006PNteAAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1056,a0i6g000006PbGPAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1057,a0i6g000006PcUDAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1058,a0i6g000006PpomAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1059,a0i6g000006PwG5AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1060,a0i6g000006PyTaAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1061,a0i6g000006QDT1AAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1062,a0i6g000006QFutAAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1063,a0i6g000006QJUlAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1064,a0i6g000006QPL3AAO,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1065,a0i6g000006QZ17AAG,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1066,a0i6g000006QiEiAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1067,a0i6g000006QmMZAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1068,a0i6g000006QmiQAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1069,a0i6g000006QnPwAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1070,a0i6g000006QrQPAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1071,a0i6g000006Qrx3AAC,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1072,a0i6g000006QsSTAA0,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1073,a0i6g000006QvXVAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1074,a0i6g000006R4uAAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1075,a0i6g000006RPFwAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1076,a0i6g000006RhNkAAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1077,a0i6g000006RtPOAA0,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1078,a0i6g000008c0HVAAY,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1079,a0i6g000008dcZLAAY,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1080,a0i6g000008ddekAAA,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1081,a0i6g000008dhA5AAI,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1082,a0i6g000008efK4AAI,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1083,a0i6g000008ehI4AAI,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1084,a0i6g000008pBz2AAE,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1085,a0i6g000008pG6XAAU,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1086,a0i6g000008qPL1AAM,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1087,a0i6g000008yXRgAAM,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1088,a0i6g000008yYMSAA2,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1089,a0i6g000008yZzUAAU,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1090,a0i6g000008yhQMAAY,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1091,a0i6g000008yheKAAQ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1092,a0i6g000008z27gAAA,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1093,a0i6g000008zFAfAAM,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1094,a0i6g000005nBclAAE,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1095,a0i6g000005nE5cAAE,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1096,a0i6g000005nRWNAA2,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1097,a0i6g000009Czw2AAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1098,a0i6g000009QTsQAAW,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1099,a0i6g000009RMn2AAG,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1100,a0i6g000009RzZ1AAK,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1101,a0i6g000009SWLaAAO,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1102,a0i6g000009SbhyAAC,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1103,a0i6g000009Sw1KAAS,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1104,a0i6g000009juL2AAI,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1105,a0i6g000009l1S0AAI,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1106,a0i6g000009mrecAAA,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1107,a0i6g000009n4qWAAQ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1108,a0i6g000009nApFAAU,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1109,a0i6g000009xcMXAAY,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1110,a0i6g000009xuCkAAI,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1111,a0i6g000009y02XAAQ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1112,a0i6g000009yCLhAAM,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1113,a0i6g000009yLfXAAU,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1114,a0i6g00000A6gGaAAJ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1115,a0i6g00000A6kOqAAJ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1116,a0i6g00000A7dWpAAJ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1117,a0i6g00000A7rtcAAB,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1118,a0i6g00000A7wVDAAZ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1119,a0i6g00000A80fXAAR,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1120,a0i6g00000A83KpAAJ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1121,a0i6g00000A854zAAB,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1122,a0i6g00000A879KAAR,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1123,a0i6g00000A88RZAAZ,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1124,a0i6g00000A9HyoAAF,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1125,a0i6g00000A9LT2AAN,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1126,a0i6g00000A9NDfAAN,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
1127,a0i6g00000A9VuUAAV,Ex-Cliente,Cliente,8/14/2023 9:15:11 AM
1128,a0i6g00000ABHb1AAH,Ex-Cliente,Cliente Potencial,8/14/2023 9:15:11 AM
