_CustomObjectKey,id_titulo,Id_Serie,id_plano,Data_Pagamento_Resgate
21283789,142665,AA,"36PU6 ",2022-03-28
21283790,110289,AA,"PUB24 ",2022-03-27
21283791,6130,AB,"A48PM ",2022-03-01
21283792,121878,AB,"A60PM ",2022-02-20
21283793,418819,AA,"PM488 ",2022-03-15
21283794,418856,AA,"PM488 ",2022-03-15
21283795,46079,AA,"36PUA ",2022-03-15
21283796,59299,AF,"PU48W ",2022-03-15
21283797,151224,AH,"PU36W ",2022-03-15
21283798,151219,AH,"PU36W ",2022-03-15
21283799,91509,AI,"PU36W ",2022-03-15
21283800,142880,AA,"36PU1 ",2022-03-28
21283801,424591,AA,"PM483 ",2022-03-27
21283802,56023,AA,"36PUB ",2022-03-26
21283803,58342,AA,"36PUA ",2022-03-27
21283804,58806,AA,"36PUA ",2022-03-27
21283805,246073,AA,"A60PM ",2022-02-24
21283806,321259,AA,"PUA36 ",2022-02-09
21283807,71434,AA,"PU48E ",2022-03-07
21283808,39487,AA,"36PM2 ",2022-03-07
21283809,71445,AA,"PU48F ",2022-03-07
21283810,378582,AA,"PM488 ",2022-03-05
21283811,408865,AA,"PM488 ",2022-03-07
21283812,40480,AA,"36PUB ",2022-03-06
21283813,40008,AA,"36PUA ",2022-03-06
21283814,25410,AA,"PUB12 ",2022-01-25
21283815,34636,AJ,"PU36W ",2022-03-07
21283816,58910,AA,"36PUA ",2022-03-27
21283817,57609,AA,"36PUA ",2022-03-27
21283818,57660,AA,"36PUA ",2022-03-27
21283819,58069,AA,"36PUA ",2022-03-27
21283820,58416,AA,"36PUA ",2022-03-27
21283821,59071,AA,"36PUA ",2022-03-27
21283822,59073,AA,"36PUA ",2022-03-27
21283823,59086,AA,"36PUA ",2022-03-27
21283824,58154,AA,"36PUA ",2022-03-27
21283825,56138,AA,"36PUA ",2022-03-26
21283826,104297,AA,"A60PM ",2021-12-27
21283827,139387,AA,"A60PM ",2021-12-25
21283828,59100,AA,"A48PM ",2021-12-20
21283829,178042,AA,"A60PM ",2021-11-03
21283830,34520,AA,"B36PM ",2021-11-10
21283831,158210,AA,"A60PM ",2021-11-14
21283832,8095,AA,"PM60D ",2021-11-04
21283833,100038,AH,"PU36W ",2021-12-08
21283834,100086,AH,"PU36W ",2021-12-08
21283835,1714,AK,"PU36W ",2021-12-08
21283836,600794,AC,"PU368 ",2018-12-22
21283837,605064,AC,"PU368 ",2018-12-23
21283838,14702,AJ,"PU122 ",2018-12-22
21283839,49516,AI,"PU122 ",2018-12-22
21283840,192783,AF,"PU122 ",2018-12-22
21283841,192811,AF,"PU122 ",2018-12-22
21283842,166954,AG,"PU122 ",2018-12-22
21283843,2695255,AA,"PU12C ",2018-12-22
21283844,2704196,AA,"PU12C ",2018-12-22
21283845,2697351,AA,"PU12C ",2018-12-22
21283846,58813,AA,"PM483 ",2018-11-25
21283847,72958,AA,"PM363 ",2018-12-16
21283848,195589,AA,"PM72P ",2018-12-21
21283849,597701,AC,"PU368 ",2018-12-21
21283850,308751,AD,"PU368 ",2018-12-21
21283851,309916,AD,"PU369 ",2018-12-21
21283852,309369,AD,"PU368 ",2018-12-21
21283853,306334,AD,"PU369 ",2018-12-21
21283854,2703433,AA,"PU12C ",2018-12-21
21283855,2668680,AA,"PU12C ",2018-12-21
21283856,2675546,AA,"PU12C ",2018-12-21
21283857,14326,AJ,"PU122 ",2018-12-21
21283858,192726,AF,"PU122 ",2018-12-21
21283859,193334,AA,"PU36C ",2018-11-22
21283860,321347,AD,"PU369 ",2018-12-23
21283861,604526,AC,"PU368 ",2018-12-23
21283862,317030,AD,"PU369 ",2018-12-22
21283863,317398,AD,"PU368 ",2018-12-22
21283864,608063,AC,"PU368 ",2018-12-24
21283865,605555,AC,"PU369 ",2018-12-23
21283866,815948,AB,"PU369 ",2018-12-24
21283867,319458,AD,"PU368 ",2018-12-23
21283868,816027,AB,"PU369 ",2018-12-24
21283869,326774,AD,"PU368 ",2018-12-24
21283870,82170,AA,"A48PM ",2022-01-18
21283871,23215,AA,"PUA12 ",2022-01-27
21283872,39000,AA,"PUF36 ",2022-01-27
21283873,20845,AA,"36PUB ",2022-02-11
21283874,41424,AA,"PMA48 ",2021-12-19
21283875,95755,AA,"A48PM ",2021-12-13
21283876,10388,AA,PU001Q,2021-11-27
21283877,2345,AA,"36PMJ ",2022-02-18
21283878,27316,AA,"36PUA ",2022-02-18
21283879,195283,AA,"A60PM ",2022-03-16
21283880,38247,AJ,"PU36W ",2022-03-15
21283881,151137,AH,"PU36W ",2022-03-15
21283882,151287,AH,"PU36W ",2022-03-15
21283883,10409,AK,"PU36W ",2022-03-15
21283884,10408,AK,"PU36W ",2022-03-15
21283885,142835,AA,"36PU3 ",2022-03-28
21283886,142748,AA,"36PU3 ",2022-03-28
21283887,13933,AA,"A36PM ",2022-02-20
21283888,54302,AA,"A60PM ",2022-02-20
21283889,157971,AA,"PUA36 ",2022-01-30
21283890,188110,AA,"F48PM ",2022-02-17
21283891,252972,AA,"A48PM ",2022-02-01
21283892,380386,AA,"PM488 ",2022-03-05
21283893,409705,AA,"PM488 ",2022-03-07
21283894,29378,AA,"PP36A ",2022-03-05
21283895,29341,AA,"PP36A ",2022-03-05
21283896,105274,AA,"PUA24 ",2022-03-06
21283897,41047,AA,"36PUA ",2022-03-07
21283898,129716,AA,"E48PM ",2022-02-05
21283899,104936,AA,"PUC24 ",2022-03-04
21283900,86102,AI,"PU36W ",2022-03-06
21283901,185127,AG,"PU36W ",2022-03-07
21283902,198421,AF,"PU36W ",2022-03-27
21283903,97064,AI,"PU36W ",2022-03-27
21283904,97061,AI,"PU36W ",2022-03-27
21283905,13944,AK,"PU36W ",2022-03-27
21283906,187672,AG,"PU36W ",2022-03-27
21283907,98164,AI,"PU36W ",2022-03-28
21283908,98160,AI,"PU36W ",2022-03-28
21283909,154906,AH,"PU36W ",2022-03-28
21283910,98144,AI,"PU36W ",2022-03-28
21283911,44469,AJ,"PU36W ",2022-03-28
21283912,14138,AK,"PU36W ",2022-03-28
21283913,154512,AH,"PU36W ",2022-03-28
21283914,3277,AL,"PU36W ",2022-03-28
21283915,97621,AI,"PU36W ",2022-03-28
21283916,49138,AA,"PUH48 ",2021-11-24
21283917,160387,AA,"PM365 ",2022-01-05
21283918,807,AG,"PU48W ",2022-01-05
21283919,16600,AJ,"PU36W ",2022-01-05
21283920,1411,AA,"A48PM ",2022-01-10
21283921,18130,AA,"A60PM ",2022-01-21
21283922,46737,AA,"A36PM ",2022-01-19
21283923,50440,AA,"PUB36 ",2022-01-26
21283924,70293,AA,"A36PM ",2022-02-01
21283925,20877,AA,"36PUC ",2022-02-11
21283926,54475,AA,"F48PM ",2022-02-09
21283927,186816,AA,"B60PM ",2022-02-10
21283928,189170,AA,"A48PM ",2021-12-18
21283929,94976,AA,"A60PM ",2021-12-18
21283930,167738,AA,"A48PM ",2021-12-23
21283931,136602,AA,"B36PU ",2021-12-16
21283932,52260,AI,"PU36W ",2021-12-29
21283933,15709,AJ,"PU36W ",2021-12-29
21283934,27764,AA,"36PUB ",2022-02-18
21283935,27525,AA,"36PUA ",2022-02-18
21283936,14956,AA,"PMA36 ",2022-03-21
21283937,234392,AA,"B48PM ",2022-03-11
21283938,62068,AA,"36PUA ",2022-03-28
21283939,25457,AA,"PUA12 ",2022-03-26
21283940,200538,AA,"PP93R ",2022-03-27
21283941,80316,AA,"A60PM ",2022-02-28
21283942,28457,AA,"A60PM ",2022-02-16
21283943,418142,AA,"PM48H ",2022-03-15
21283944,569080,AA,"PM604 ",2018-11-28
21283945,947296,AA,"PU36H ",2018-11-29
21283946,324569,AA,"PM487 ",2018-12-01
21283947,274363,AD,"PU368 ",2018-12-11
21283948,275777,AD,"PU368 ",2018-12-11
21283949,577146,AC,"PU368 ",2018-12-11
21283950,805669,AB,"PU368 ",2018-12-11
21283951,577852,AC,"PU368 ",2018-12-11
21283952,273843,AD,"PU368 ",2018-12-11
21283953,275613,AD,"PU368 ",2018-12-11
21283954,2668522,AA,"PU12C ",2018-12-11
21283955,2669664,AA,"PU12C ",2018-12-11
21283956,2686333,AA,"PU12C ",2018-12-11
21283957,2680729,AA,"PU12C ",2018-12-11
21283958,2681506,AA,"PU12C ",2018-12-11
21283959,41749,AI,"PU122 ",2018-12-11
21283960,41591,AI,"PU122 ",2018-12-11
21283961,18278,AC,"PU24W ",2018-12-24
21283962,18469,AC,"PU24W ",2018-12-24
21283963,173363,AB,"PU24W ",2018-12-24
21283964,18654,AC,"PU24W ",2018-12-24
21283965,2696071,AA,"PU12C ",2018-12-22
21283966,2697782,AA,"PU12C ",2018-12-22
21283967,2698822,AA,"PU12C ",2018-12-22
21283968,2698862,AA,"PU12C ",2018-12-22
21283969,2705453,AA,"PU12C ",2018-12-22
21283970,2705491,AA,"PU12C ",2018-12-22
21283971,2705502,AA,"PU12C ",2018-12-22
21283972,2706529,AA,"PU12C ",2018-12-22
21283973,2706994,AA,"PU12C ",2018-12-22
21283974,72231,AE,"PU369 ",2018-12-16
21283975,266581,AA,"PM488 ",2018-12-05
21283976,50845,AA,"36PU3 ",2018-11-21
21283977,598931,AC,"PU368 ",2018-12-21
21283978,311182,AD,"PU368 ",2018-12-21
21283979,309781,AD,"PU369 ",2018-12-21
21283980,311687,AD,"PU368 ",2018-12-21
21283981,598852,AC,"PU368 ",2018-12-21
21283982,309588,AD,"PU368 ",2018-12-21
21283983,2830978,AA,"PU12C ",2019-04-04
21283984,2834164,AA,"PU12C ",2019-04-04
21283985,2828073,AA,"PU12C ",2019-04-04
21283986,2818992,AA,"PU12C ",2019-04-04
21283987,15601,AK,"PU122 ",2019-04-05
21283988,163263,AE,"PU123 ",2019-04-05
21283989,158889,AH,"PU122 ",2019-04-06
21283990,108895,AA,"PU36W ",2019-04-08
21283991,500704,AA,"PM601 ",2019-03-13
21283992,881643,AB,"PU369 ",2019-03-29
21283993,357,QO,"PM24P ",2019-01-08
21283994,813572,AA,"PM604 ",2018-12-08
21283995,45434,AA,"PU48F ",2018-11-23
21283996,727126,AB,"PU36C ",2018-11-30
21283997,320867,AA,"PM48D ",2018-11-25
21283998,2688327,AA,"PU12C ",2018-12-19
21283999,16637,AA,"PU36W ",2018-12-19
21284000,16651,AA,"PU36W ",2018-12-19
21284001,13080,AJ,"PU122 ",2018-12-19
21284002,47455,AI,"PU122 ",2018-12-19
21284003,174337,ED,"PM48E ",2019-02-12
21284004,39849,AA,"PM484 ",2019-02-12
21284005,174075,ED,"PM48E ",2019-02-12
21284006,58822,AA,"PU36W ",2019-02-12
21284007,621846,AC,"PU368 ",2019-03-15
21284008,110144,AE,"PU367 ",2019-03-15
21284009,46734,AA,"36PUA ",2022-03-15
21284010,150893,AH,"PU36W ",2022-03-15
21284011,91848,AI,"PU36W ",2022-03-15
21284012,40656,AA,"36PM3 ",2022-03-26
21284013,142776,AA,"36PU3 ",2022-03-28
21284014,61786,AA,"36PUB ",2022-03-28
21284015,99383,AA,"A60PM ",2022-02-21
21284016,592399,AA,"PM483 ",2022-02-19
21284017,54837,AB,"A60PM ",2022-02-02
21284018,408131,AA,"PM488 ",2022-03-06
21284019,405484,AA,"PM485 ",2022-03-05
21284020,41062,AA,"36PUA ",2022-03-07
21284021,280929,AA,"A60PM ",2022-02-28
21284022,60508,AA,"36PUA ",2022-03-28
21284023,61944,AA,"36PUA ",2022-03-28
21284024,60580,AA,"36PUA ",2022-03-28
21284025,241401,AA,"A48PM ",2021-11-18
21284026,329850,AA,"PM488 ",2021-12-08
21284027,190793,AF,"PU36W ",2021-12-08
21284028,100223,AH,"PU36W ",2021-12-08
21284029,22554,AA,"PUA12 ",2022-01-05
21284030,194239,AF,"PU36W ",2022-01-05
21284031,342661,AA,"A60PM ",2022-01-01
21284032,93217,AA,"PM60C ",2022-01-12
21284033,221698,AA,"A60PM ",2022-02-05
21284034,196614,AA,"A36PU ",2022-01-12
21284035,117441,AA,"A36PU ",2022-01-10
21284036,24328,AA,"PP36L ",2022-02-11
21284037,20951,AA,"36PUA ",2022-02-11
21284038,21775,AA,"36PUA ",2022-02-11
21284039,2806176,AA,"PU12C ",2019-03-15
21284040,2806213,AA,"PU12C ",2019-03-15
21284041,2809900,AA,"PU12C ",2019-03-15
21284042,87926,AC,"PU24W ",2019-03-15
21284043,91959,AI,"PU122 ",2019-03-15
21284044,38553,AJ,"PU122 ",2019-03-15
21284045,10840,AK,"PU122 ",2019-03-15
21284046,151534,AH,"PU122 ",2019-03-15
21284047,25883,AA,"PU48A ",2019-03-12
21284048,43598,AA,"PU241 ",2019-02-16
21284049,12245,AK,"PU122 ",2019-03-20
21284050,12247,AK,"PU122 ",2019-03-20
21284051,206672,AA,"PU36C ",2019-03-23
21284052,46954,AA,"PU48F ",2019-03-29
21284053,375944,AA,"PM488 ",2019-03-02
21284054,397283,AD,"PU369 ",2019-04-04
21284055,396938,AD,"PU368 ",2019-04-04
21284056,2802357,AA,"PU12C ",2019-04-04
21284057,2833661,AA,"PU12C ",2019-04-04
21284058,2831810,AA,"PU12C ",2019-04-04
21284059,2828771,AA,"PU12C ",2019-04-04
21284060,46937,AJ,"PU122 ",2019-04-04
21284061,158444,AH,"PU122 ",2019-04-06
21284062,106613,AA,"PU36W ",2019-04-07
21284063,106639,AA,"PU36W ",2019-04-07
21284064,72006,AF,"PU369 ",2019-03-20
21284065,113296,AA,"PM484 ",2019-03-22
21284066,74558,AA,"PU241 ",2019-03-07
21284067,587769,AA,"PM486 ",2019-03-10
21284068,63362,AA,"PM488 ",2019-02-01
21284069,164848,AA,"PM488 ",2019-02-05
21284070,205868,AA,"PM483 ",2019-01-10
21284071,398664,AB,"PU36C ",2019-01-10
21284072,185629,AA,"PM48G ",2018-12-08
21284073,219566,AE,"PU368 ",2018-11-20
21284074,581607,AB,"PU36C ",2018-11-20
21284075,14788,AA,"PU12D ",2018-12-19
21284076,2700160,AA,"PU12C ",2018-12-19
21284077,2700185,AA,"PU12C ",2018-12-19
21284078,16673,AA,"PU36W ",2018-12-19
21284079,108520,AH,"PU122 ",2018-12-19
21284080,46776,AI,"PU122 ",2018-12-19
21284081,13032,AJ,"PU122 ",2018-12-19
21284082,108661,AH,"PU122 ",2018-12-19
21284083,358897,AD,"PU368 ",2019-02-12
21284084,358903,AD,"PU368 ",2019-02-12
21284085,68981,AE,"PU368 ",2019-02-12
21284086,358327,AD,"PU368 ",2019-02-12
21284087,59585,AA,"PU36W ",2019-02-12
21284088,422481,AA,"PM485 ",2019-02-21
21284089,110694,AE,"PU368 ",2019-03-15
21284090,110373,AE,"PU369 ",2019-03-15
21284091,110986,AE,"PU368 ",2019-03-15
21284092,2777706,AA,"PU12C ",2019-03-15
21284093,2799837,AA,"PU12C ",2019-03-15
21284094,38460,AJ,"PU122 ",2019-03-15
21284095,91962,AI,"PU122 ",2019-03-15
21284096,92160,AI,"PU122 ",2019-03-15
21284097,393647,AA,"PM601 ",2019-03-20
21284098,2812654,AA,"PU12C ",2019-03-20
21284099,428,AM,"PU122 ",2019-03-20
21284100,2683,AL,"PU122 ",2019-03-20
21284101,116510,AF,"PU368 ",2019-03-22
21284102,610631,AB,"PU36C ",2019-03-06
21284103,43395,AA,"PM484 ",2019-04-04
21284104,43397,AA,"PM484 ",2019-04-04
21284105,141537,AE,"PU368 ",2019-04-04
21284106,2825646,AA,"PU12C ",2019-04-04
21284107,154342,AA,"A60PM ",2022-02-09
21284108,153265,AA,"A60PM ",2022-02-09
21284109,64639,AA,"A48PM ",2022-02-10
21284110,176688,AA,"C48PM ",2022-02-05
21284111,23150,AA,"C36PM ",2022-02-14
21284112,141458,AA,"A48PM ",2021-12-18
21284113,129024,AA,"A60PM ",2021-12-18
21284114,343346,AA,"A48PM ",2021-12-21
21284115,410135,AA,"A60PM ",2021-11-24
21284116,15704,AJ,"PU36W ",2021-12-29
21284117,52255,AI,"PU36W ",2021-12-29
21284118,193650,AF,"PU36W ",2021-12-29
21284119,52071,AI,"PU36W ",2021-12-29
21284120,3052,AK,"PU36W ",2021-12-29
21284121,52460,AI,"PU36W ",2021-12-29
21284122,40098,AA,"A48PM ",2022-03-10
21284123,164660,AA,"PUA24 ",2022-03-05
21284124,293773,AA,"E48PM ",2022-02-20
21284125,418812,AA,"PM488 ",2022-03-15
21284126,4196,AA,"36PMS ",2022-03-15
21284127,91567,AI,"PU36W ",2022-03-15
21284128,151078,AH,"PU36W ",2022-03-15
21284129,16416,AA,PU001D,2022-03-15
21284130,142260,AA,"36PU3 ",2022-03-27
21284131,141806,AA,"36PU1 ",2022-03-26
21284132,424258,AA,"PM488 ",2022-03-26
21284133,424583,AA,"PM488 ",2022-03-27
21284134,57931,AA,"36PUA ",2022-03-27
21284135,270698,AA,"A60PM ",2022-02-20
21284136,41181,AA,"36PUB ",2022-03-07
21284137,286765,AA,"PM72P ",2022-03-05
21284138,406085,AA,"PM483 ",2022-03-05
21284139,105600,AA,"PUA24 ",2022-03-06
21284140,40895,AA,"36PUA ",2022-03-07
21284141,40864,AA,"36PUA ",2022-03-07
21284142,34914,AJ,"PU36W ",2022-03-07
21284143,146300,AH,"PU36W ",2022-03-06
21284144,154222,AH,"PU36W ",2022-03-27
21284145,154219,AH,"PU36W ",2022-03-27
21284146,154187,AH,"PU36W ",2022-03-27
21284147,97176,AI,"PU36W ",2022-03-27
21284148,43818,AJ,"PU36W ",2022-03-27
21284149,96716,AI,"PU36W ",2022-03-27
21284150,154557,AH,"PU36W ",2022-03-28
21284151,187896,AG,"PU36W ",2022-03-28
21284152,208660,AA,"A60PM ",2021-12-26
21284153,548205,AA,"PM48G ",2021-12-05
21284154,2809010,AA,"PU12C ",2019-04-04
21284155,2832304,AA,"PU12C ",2019-04-04
21284156,101942,AI,"PU122 ",2019-04-04
21284157,101653,AI,"PU122 ",2019-04-04
21284158,46840,AJ,"PU122 ",2019-04-04
21284159,115723,AC,"PU24W ",2019-04-07
21284160,153,AI,"PU123 ",2019-04-07
21284161,86520,AF,"PU123 ",2019-04-07
21284162,163086,AE,"PU123 ",2019-04-07
21284163,107537,AA,"PU36W ",2019-04-07
21284164,106651,AA,"PU36W ",2019-04-07
21284165,738466,AA,"PM604 ",2019-04-02
21284166,28536,AA,"PM605 ",2019-04-05
21284167,179255,AA,"PM483 ",2019-02-01
21284168,179282,AA,"PM485 ",2019-02-01
21284169,896039,AB,"PU368 ",2019-01-11
21284170,94372,AB,"PU36H ",2019-02-06
21284171,71655,AA,"PM483 ",2018-12-08
21284172,766992,AA,"PM604 ",2018-11-28
21284173,1319,AD,"PU58V ",2018-12-19
21284174,26017,AA,"PU582 ",2018-12-19
21284175,14550,AA,"PU12E ",2018-12-19
21284176,2688685,AA,"PU12C ",2018-12-19
21284177,2679069,AA,"PU12C ",2018-12-19
21284178,16838,AA,"PU36W ",2018-12-19
21284179,13178,AJ,"PU122 ",2018-12-19
21284180,165640,AG,"PU122 ",2018-12-19
21284181,47306,AI,"PU122 ",2018-12-19
21284182,46880,AI,"PU122 ",2018-12-19
21284183,13086,AJ,"PU122 ",2018-12-19
21284184,39873,AA,"PM484 ",2019-02-12
21284185,95678,AA,"36PU3 ",2019-02-18
21284186,112106,AE,"PU369 ",2019-03-15
21284187,2806373,AA,"PU12C ",2019-03-15
21284188,61951,AA,"PU48B ",2022-01-05
21284189,99838,AH,"PU36W ",2021-12-08
21284190,40856,AI,"PU36W ",2021-12-08
21284191,100118,AH,"PU36W ",2021-12-08
21284192,61916,AA,"PU48F ",2022-01-05
21284193,347753,AA,"PM483 ",2022-01-05
21284194,348286,AA,"PM483 ",2022-01-05
21284195,170640,AG,"PU36W ",2022-01-05
21284196,54423,AI,"PU36W ",2022-01-05
21284197,117197,AH,"PU36W ",2022-01-05
21284198,16421,AJ,"PU36W ",2022-01-05
21284199,537783,AA,"PM488 ",2022-01-15
21284200,558068,AA,"PM483 ",2021-12-22
21284201,334754,AA,"PM48O ",2018-12-13
21284202,21776,AA,"PU241 ",2018-12-13
21284203,627632,AB,"PU36C ",2018-12-13
21284204,334583,AA,"PM48G ",2018-12-13
21284205,334563,AA,"PM488 ",2018-12-10
21284206,2688611,AA,"PU12C ",2018-12-19
21284207,16786,AA,"PU36W ",2018-12-19
21284208,108664,AH,"PU122 ",2018-12-19
21284209,108464,AH,"PU122 ",2018-12-19
21284210,43898,AA,"PM364 ",2019-02-12
21284211,70121,AE,"PU367 ",2019-02-12
21284212,376035,AD,"PU368 ",2019-03-15
21284213,110725,AE,"PU367 ",2019-03-15
21284214,110728,AE,"PU369 ",2019-03-15
21284215,2806552,AA,"PU12C ",2019-03-15
21284216,39169,AJ,"PU122 ",2019-03-15
21284217,92418,AI,"PU122 ",2019-03-15
21284218,190077,AA,"PU36C ",2019-02-22
21284219,27139,AA,"PM483 ",2019-03-04
21284220,11761,AA,"36PM2 ",2019-02-20
21284221,300343,AA,"PM483 ",2019-02-20
21284222,71051,AA,"PU48F ",2022-03-05
21284223,71106,AA,"PU48D ",2022-03-05
21284224,86942,AI,"PU36W ",2022-03-07
21284225,147407,AH,"PU36W ",2022-03-07
21284226,341467,AA,"F48PM ",2022-02-15
21284227,35016,AJ,"PU36W ",2022-03-07
21284228,35010,AJ,"PU36W ",2022-03-07
21284229,57043,AA,"36PUA ",2022-03-26
21284230,60518,AA,"36PUA ",2022-03-28
21284231,60124,AA,"36PUA ",2022-03-28
21284232,62041,AA,"36PUA ",2022-03-28
21284233,24338,AA,"PP36A ",2021-12-10
21284234,15722,AA,"36PM2 ",2021-12-01
21284235,327432,AA,"PM483 ",2021-12-01
21284236,223817,AA,"A60PM ",2021-11-05
21284237,12292,AB,"E48PM ",2021-11-19
21284238,386005,AA,"E48PM ",2021-11-06
21284239,46200,AA,"PM607 ",2021-11-10
21284240,474715,AA,"PM48H ",2021-11-05
21284241,453598,AA,"PM488 ",2021-11-04
21284242,176376,AD,"PU48W ",2021-12-08
21284243,10053,AJ,"PU36W ",2021-12-08
21284244,10134,AJ,"PU36W ",2021-12-08
21284245,10130,AJ,"PU36W ",2021-12-08
21284246,349248,AA,"PM483 ",2022-01-05
21284247,117162,AH,"PU36W ",2022-01-05
21284248,159790,AA,"A60PM ",2022-01-15
21284249,58499,AA,"C36PU ",2022-01-11
21284250,43952,AC,"PU58V ",2022-01-27
21284251,5198,AK,"PU36W ",2022-01-27
21284252,23095,AJ,"PU36W ",2022-01-27
21284253,149967,AA,"A60PM ",2022-02-06
21284254,21119,AA,"36PUA ",2022-02-11
21284255,52013,AA,"48PMA ",2022-02-01
21284256,16252,AA,"48PMA ",2022-02-11
21284257,89417,AA,"A60PM ",2022-02-10
21284258,404277,AA,"B60PM ",2022-01-23
21284259,428229,AA,"E60PM ",2022-02-01
21284260,15659,AJ,"PU36W ",2021-12-29
21284261,114836,AH,"PU36W ",2021-12-29
21284262,52383,AI,"PU36W ",2021-12-29
21284263,52370,AI,"PU36W ",2021-12-29
21284264,2812851,AA,"PU12C ",2019-03-20
21284265,50042,AA,"PM36F ",2019-03-25
21284266,32945,AA,"PM607 ",2019-03-24
21284267,741816,AA,"PU36H ",2019-03-15
21284268,46826,AA,"PM605 ",2019-03-15
21284269,2830157,AA,"PU12C ",2019-04-04
21284270,2810508,AA,"PU12C ",2019-04-04
21284271,2686211,AA,"PU12C ",2018-12-21
21284272,2688803,AA,"PU12C ",2018-12-21
21284273,110323,AH,"PU122 ",2018-12-21
21284274,39306,AF,"PU367 ",2018-12-09
21284275,125150,AF,"PU368 ",2018-12-09
21284276,34860,AA,"PU36C ",2018-11-30
21284277,600423,AC,"PU369 ",2018-12-22
21284278,321693,AD,"PU368 ",2018-12-23
21284279,326189,AD,"PU368 ",2018-12-24
21284280,605001,AC,"PU368 ",2018-12-23
21284281,322328,AD,"PU367 ",2018-12-23
21284282,323405,AD,"PU368 ",2018-12-23
21284283,329308,AD,"PU368 ",2018-12-24
21284284,603433,AC,"PU368 ",2018-12-23
21284285,608412,AC,"PU368 ",2018-12-24
21284286,322474,AD,"PU367 ",2018-12-23
21284287,329165,AD,"PU368 ",2018-12-24
21284288,325262,AD,"PU368 ",2018-12-23
21284289,813508,AB,"PU368 ",2018-12-22
21284290,601062,AC,"PU368 ",2018-12-22
21284291,318466,AD,"PU369 ",2018-12-22
21284292,601586,AC,"PU369 ",2018-12-22
21284293,126854,ED,"PM48E ",2018-12-22
21284294,66784,AA,"PM24D ",2018-11-20
21284295,60640,AB,"PM604 ",2018-11-15
21284296,273341,AD,"PU368 ",2018-12-11
21284297,28045,AA,"36PUA ",2022-02-18
21284298,27731,AA,"36PUA ",2022-02-18
21284299,204060,AA,"B48PU ",2022-03-06
21284300,143150,AA,"36PU4 ",2022-03-28
21284301,219765,AA,"A60PM ",2022-03-04
21284302,450885,AA,"C48PM ",2022-02-20
21284303,417918,AA,"PM48O ",2022-03-15
21284304,46548,AA,"36PUA ",2022-03-15
21284305,135957,AA,"36PU3 ",2022-02-14
21284306,232242,AA,"A60PM ",2021-12-11
21284307,166814,AG,"PU36W ",2021-12-23
21284308,111169,AH,"PU36W ",2021-12-23
21284309,100744,AA,"PUA24 ",2022-02-14
21284310,100462,AA,"PUA24 ",2022-02-13
21284311,24329,AA,"36PUA ",2022-02-14
21284312,22454,AA,"36PUA ",2022-02-12
21284313,15590,AA,PU001D,2022-02-12
21284314,81373,AB,"B60PM ",2022-03-08
21284315,43951,AA,"36PUB ",2022-03-12
21284316,139347,AA,"36PU1 ",2022-03-13
21284317,107015,AA,"PUC24 ",2022-03-12
21284318,43992,AA,"36PUA ",2022-03-12
21284319,43694,AA,"36PUA ",2022-03-12
21284320,90334,AI,"PU36W ",2022-03-14
21284321,33417,AA,"PP36D ",2022-04-17
21284322,33285,AA,"PP36D ",2022-04-15
21284323,112241,AA,"PUC24 ",2022-04-16
21284324,112284,AA,"PUC24 ",2022-04-16
21284325,403618,AA,"PM483 ",2022-01-01
21284326,579731,AC,"PU368 ",2018-12-11
21284327,578140,AC,"PU368 ",2018-12-11
21284328,2687102,AA,"PU12C ",2018-12-11
21284329,2690616,AA,"PU12C ",2018-12-11
21284330,11027,AA,"PU36W ",2018-12-11
21284331,11035,AA,"PU36W ",2018-12-11
21284332,101179,AH,"PU122 ",2018-12-11
21284333,101462,AH,"PU122 ",2018-12-11
21284334,161751,AG,"PU122 ",2018-12-11
21284335,18344,AA,"PU36W ",2018-12-23
21284336,18368,AA,"PU36W ",2018-12-23
21284337,19508,AA,"PU36W ",2018-12-24
21284338,16122,AC,"PU24W ",2018-12-22
21284339,16125,AC,"PU24W ",2018-12-22
21284340,170831,AB,"PU24W ",2018-12-22
21284341,170929,AB,"PU24W ",2018-12-22
21284342,167138,AG,"PU122 ",2018-12-22
21284343,90060,AA,"PM363 ",2018-12-14
21284344,132393,AA,"PM363 ",2018-12-15
21284345,145650,AA,"PM367 ",2018-12-15
21284346,305900,AD,"PU368 ",2018-12-21
21284347,311544,AD,"PU368 ",2018-12-21
21284348,307360,AD,"PU369 ",2018-12-21
21284349,597069,AC,"PU369 ",2018-12-21
21284350,597392,AC,"PU368 ",2018-12-21
21284351,309100,AD,"PU368 ",2018-12-21
21284352,597308,AC,"PU368 ",2018-12-21
21284353,2677001,AA,"PU12C ",2018-12-21
21284354,14311,AJ,"PU122 ",2018-12-21
21284355,110189,AH,"PU122 ",2018-12-21
21284356,315612,AA,"PM483 ",2018-12-13
21284357,208279,AA,"PU36C ",2018-11-23
21284358,215733,AA,"PM488 ",2018-11-27
21284359,63462,AA,"PM363 ",2018-12-04
21284360,4586,AK,"PU36W ",2022-01-20
21284361,63289,AI,"PU36W ",2022-01-20
21284362,63265,AI,"PU36W ",2022-01-20
21284363,7442,AA,"A48PM ",2021-12-27
21284364,44030,AC,"PU58V ",2022-01-30
