_CustomObjectKey,id,HC_Codigo_de_Retorno_de_Erro__c,Descricao_do_Retorno_de_Erro__c
1036,a0V6g000007Nr4EEAS,AN,Conta Corrente/DV do Favorecido Inválido
1037,a0V6g000007Nr4FEAS,AN,Conta Corrente/DV do Favorecido Inválido
1038,a0V6g000007Nr4kEAC,AN,Conta Corrente/DV do Favorecido Inválido
1039,a0V6g000007Nr4lEAC,AN,Conta Corrente/DV do Favorecido Inválido
1040,a0V6g000007Nr4mEAC,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1041,a0V6g000007Nr4nEAC,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1042,a0V6g000007Nr4TEAS,AN,Conta Corrente/DV do Favorecido Inválido
1043,a0V6g000007Nr4UEAS,AN,Conta Corrente/DV do Favorecido Inválido
1044,a0V6g000007Nr4VEAS,AN,Conta Corrente/DV do Favorecido Inválido
1045,a0V6g000007Nr4WEAS,AN,Conta Corrente/DV do Favorecido Inválido
1046,a0V6g000007Nr50EAC,AN,Conta Corrente/DV do Favorecido Inválido
1047,a0V6g000007Nr51EAC,AN,Conta Corrente/DV do Favorecido Inválido
1048,a0V6g000007Nr52EAC,AN,Conta Corrente/DV do Favorecido Inválido
1049,a0V6g000007Nr53EAC,AN,Conta Corrente/DV do Favorecido Inválido
1050,a0V6g000007Nr54EAC,AN,Conta Corrente/DV do Favorecido Inválido
1051,a0V6g000007NUjwEAG,AN,Conta Corrente/DV do Favorecido Inválido
1052,a0V6g000007NUjxEAG,AG,Agência/Conta Corrente/DV Inválido
1053,a0V6g000007NUjyEAG,AG,Agência/Conta Corrente/DV Inválido
1054,a0V6g000007NUjzEAG,AG,Agência/Conta Corrente/DV Inválido
1055,a0V6g000007NUmdEAG,AN,Conta Corrente/DV do Favorecido Inválido
1056,a0V6g000007NUmeEAG,AN,Conta Corrente/DV do Favorecido Inválido
1057,a0V6g000007NUmfEAG,AN,Conta Corrente/DV do Favorecido Inválido
1058,a0V6g000007NUmgEAG,AN,Conta Corrente/DV do Favorecido Inválido
1059,a0V6g000007NUmOEAW,AN,Conta Corrente/DV do Favorecido Inválido
1060,a0V6g000007NUmPEAW,AN,Conta Corrente/DV do Favorecido Inválido
1061,a0V6g000007NUmuEAG,AN,Conta Corrente/DV do Favorecido Inválido
1062,a0V6g000007NUmvEAG,AN,Conta Corrente/DV do Favorecido Inválido
1063,a0V6g000007NUmwEAG,AN,Conta Corrente/DV do Favorecido Inválido
1064,a0V6g000007NUp1EAG,AN,Conta Corrente/DV do Favorecido Inválido
1065,a0V6g000007NUp2EAG,AN,Conta Corrente/DV do Favorecido Inválido
1066,a0V6g000007NUp3EAG,AN,Conta Corrente/DV do Favorecido Inválido
1067,a0V6g000007NUp4EAG,AN,Conta Corrente/DV do Favorecido Inválido
1068,a0V6g000007NUp5EAG,AN,Conta Corrente/DV do Favorecido Inválido
1069,a0V6g000007NUpbEAG,AN,Conta Corrente/DV do Favorecido Inválido
1070,a0V6g000007NUpcEAG,AN,Conta Corrente/DV do Favorecido Inválido
1071,a0V6g000007NUpIEAW,AN,Conta Corrente/DV do Favorecido Inválido
1072,a0V6g000007NUpJEAW,AN,Conta Corrente/DV do Favorecido Inválido
1073,a0V6g000007NUpKEAW,AN,Conta Corrente/DV do Favorecido Inválido
1074,a0V6g000007NUpLEAW,AN,Conta Corrente/DV do Favorecido Inválido
1075,a0V6g000007NUpqEAG,AN,Conta Corrente/DV do Favorecido Inválido
1076,a0V6g000007NUpsEAG,AN,Conta Corrente/DV do Favorecido Inválido
1077,a0V6g000007NUptEAG,AN,Conta Corrente/DV do Favorecido Inválido
1078,a0V6g000007NUpZEAW,AN,Conta Corrente/DV do Favorecido Inválido
1079,a0V6g000007NUq6EAG,AG,Agência/Conta Corrente/DV Inválido
1080,a0V6g000007NUq7EAG,AG,Agência/Conta Corrente/DV Inválido
1081,a0V6g000007NUq8EAG,AG,Agência/Conta Corrente/DV Inválido
1082,a0V6g000007NUq9EAG,AG,Agência/Conta Corrente/DV Inválido
1083,a0V6g000007NUqOEAW,AC,Tipo de Serviço Inválido
1084,a0V6g000007NUqPEAW,AC,Tipo de Serviço Inválido
1085,a0V6g000007NUqQEAW,AC,Tipo de Serviço Inválido
1086,a0V6g0000061WSSEA2,AN,Conta Corrente/DV do Favorecido Inválido
1087,a0V6g0000061WSXEA2,AN,Conta Corrente/DV do Favorecido Inválido
1088,a0V6g0000061WTzEAM,AG,Agência/Conta Corrente/DV Inválido
1089,a0V6g0000061WX3EAM,AN,Conta Corrente/DV do Favorecido Inválido
1090,a0V6g0000061WXDEA2,AG,Agência/Conta Corrente/DV Inválido
1091,a0V6g0000061X4PEAU,AT,Tipo/Número de Inscrição do Favorecido Inválido
1092,a0V6g0000061X7iEAE,AN,Conta Corrente/DV do Favorecido Inválido
1093,a0V6g0000061y7aEAA,AC,Tipo de Serviço Inválido
1094,a0V6g0000061y7bEAA,AC,Tipo de Serviço Inválido
1095,a0V6g0000061y7oEAA,AC,Tipo de Serviço Inválido
1096,a0V6g0000061y7pEAA,AC,Tipo de Serviço Inválido
1097,a0V6g0000061y7qEAA,AC,Tipo de Serviço Inválido
1098,a0V6g0000061y7rEAA,AC,Tipo de Serviço Inválido
1099,a0V6g0000061y7sEAA,AC,Tipo de Serviço Inválido
1100,a0V6g0000061y7YEAQ,AC,Tipo de Serviço Inválido
1101,a0V6g0000061y7ZEAQ,AC,Tipo de Serviço Inválido
1102,a0V6g0000061y85EAA,AN,Conta Corrente/DV do Favorecido Inválido
1103,a0V6g0000061y86EAA,AN,Conta Corrente/DV do Favorecido Inválido
1104,a0V6g0000061y8dEAA,AN,Conta Corrente/DV do Favorecido Inválido
1105,a0V6g0000061y8fEAA,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1106,a0V6g0000061y8gEAA,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1107,a0V6g0000061y8MEAQ,AG,Agência/Conta Corrente/DV Inválido
1108,a0V6g0000061y8NEAQ,AG,Agência/Conta Corrente/DV Inválido
1109,a0V6g0000061y8OEAQ,AG,Agência/Conta Corrente/DV Inválido
1110,a0V6g0000061y8PEAQ,AG,Agência/Conta Corrente/DV Inválido
1111,a0V6g0000061y8tEAA,AG,Agência/Conta Corrente/DV Inválido
1112,a0V6g0000061y8uEAA,AG,Agência/Conta Corrente/DV Inválido
1113,a0V6g0000061y8vEAA,AN,Conta Corrente/DV do Favorecido Inválido
1114,a0V6g0000061y8wEAA,AG,Agência/Conta Corrente/DV Inválido
1115,a0V6g0000061y9AEAQ,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1116,a0V6g0000061y9BEAQ,AC,Tipo de Serviço Inválido
1117,a0V6g0000061y9CEAQ,AC,Tipo de Serviço Inválido
1118,a0V6g0000061y9DEAQ,AC,Tipo de Serviço Inválido
1119,a0V6g0000061yIGEAY,AG,Agência/Conta Corrente/DV Inválido
1120,a0V6g0000062gkBEAQ,AG,Agência/Conta Corrente/DV Inválido
1121,a0V6g0000062gkCEAQ,AG,Agência/Conta Corrente/DV Inválido
1122,a0V6g0000062gLjEAI,AG,Agência/Conta Corrente/DV Inválido
1123,a0V6g000005OiwQEAS,AN,Conta Corrente/DV do Favorecido Inválido
1124,a0V6g000005OiwREAS,AN,Conta Corrente/DV do Favorecido Inválido
1125,a0V6g000005OiwSEAS,AN,Conta Corrente/DV do Favorecido Inválido
1126,a0V6g000005OiwTEAS,AN,Conta Corrente/DV do Favorecido Inválido
1127,a0V6g000005OiwzEAC,AN,Conta Corrente/DV do Favorecido Inválido
1128,a0V6g000005Oix0EAC,AN,Conta Corrente/DV do Favorecido Inválido
1129,a0V6g000005Oix1EAC,AN,Conta Corrente/DV do Favorecido Inválido
1130,a0V6g000005OixEEAS,AN,Conta Corrente/DV do Favorecido Inválido
1131,a0V6g000005OixFEAS,AN,Conta Corrente/DV do Favorecido Inválido
1132,a0V6g000005OixGEAS,AN,Conta Corrente/DV do Favorecido Inválido
1133,a0V6g000005OixHEAS,AN,Conta Corrente/DV do Favorecido Inválido
1134,a0V6g000005OixmEAC,AC,Tipo de Serviço Inválido
1135,a0V6g000005OixnEAC,AC,Tipo de Serviço Inválido
1136,a0V6g000005OixoEAC,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1137,a0V6g000005OixpEAC,AC,Tipo de Serviço Inválido
1138,a0V6g000005OixVEAS,AN,Conta Corrente/DV do Favorecido Inválido
1139,a0V6g000005OixWEAS,AN,Conta Corrente/DV do Favorecido Inválido
1140,a0V6g000005OixXEAS,AN,Conta Corrente/DV do Favorecido Inválido
1141,a0V6g000005OixYEAS,AN,Conta Corrente/DV do Favorecido Inválido
1142,a0V6g000005OJOnEAO,AN,Conta Corrente/DV do Favorecido Inválido
1143,a0V6g000005OJOoEAO,AN,Conta Corrente/DV do Favorecido Inválido
1144,a0V6g000005OJOpEAO,AN,Conta Corrente/DV do Favorecido Inválido
1145,a0V6g000005OJOqEAO,AN,Conta Corrente/DV do Favorecido Inválido
1146,a0V6g000005OJOWEA4,AN,Conta Corrente/DV do Favorecido Inválido
1147,a0V6g000005OJOXEA4,AN,Conta Corrente/DV do Favorecido Inválido
1148,a0V6g000005OJOYEA4,AN,Conta Corrente/DV do Favorecido Inválido
1149,a0V6g000005OJOZEA4,AN,Conta Corrente/DV do Favorecido Inválido
1150,a0V6g000005OJP4EAO,AN,Conta Corrente/DV do Favorecido Inválido
1151,a0V6g000005OJP6EAO,AG,Agência/Conta Corrente/DV Inválido
1152,a0V6g000005OJP7EAO,AC,Tipo de Serviço Inválido
1153,a0V6g000005OjqaEAC,AN,Conta Corrente/DV do Favorecido Inválido
1154,a0V6g000005OjqHEAS,AN,Conta Corrente/DV do Favorecido Inválido
1155,a0V6g000005OjqIEAS,AN,Conta Corrente/DV do Favorecido Inválido
1156,a0V6g000005OjqJEAS,AN,Conta Corrente/DV do Favorecido Inválido
1157,a0V6g000005OjqoEAC,AN,Conta Corrente/DV do Favorecido Inválido
1158,a0V6g000005OjqpEAC,AN,Conta Corrente/DV do Favorecido Inválido
1159,a0V6g000005OjqqEAC,AN,Conta Corrente/DV do Favorecido Inválido
1160,a0V6g000005OjqrEAC,AN,Conta Corrente/DV do Favorecido Inválido
1161,a0V6g000005OjqXEAS,AN,Conta Corrente/DV do Favorecido Inválido
1162,a0V6g000005OjqYEAS,AN,Conta Corrente/DV do Favorecido Inválido
1163,a0V6g000005OjqZEAS,AN,Conta Corrente/DV do Favorecido Inválido
1164,a0V6g000005Ojr4EAC,AG,Agência/Conta Corrente/DV Inválido
1165,a0V6g000005Ojr5EAC,AG,Agência/Conta Corrente/DV Inválido
1166,a0V6g000005Ojr6EAC,AC,Tipo de Serviço Inválido
1167,a0V6g000005Ojr7EAC,AC,Tipo de Serviço Inválido
1168,a0V6g000005OjtEEAS,AC,Tipo de Serviço Inválido
1169,a0V6g000005OjtFEAS,AC,Tipo de Serviço Inválido
1170,a0V6g000005OjtGEAS,AN,Conta Corrente/DV do Favorecido Inválido
1171,a0V6g000005OjtHEAS,AN,Conta Corrente/DV do Favorecido Inválido
1172,a0V6g000005OmrgEAC,AN,Conta Corrente/DV do Favorecido Inválido
1173,a0V6g000005OmrhEAC,AN,Conta Corrente/DV do Favorecido Inválido
1174,a0V6g000005OmriEAC,AN,Conta Corrente/DV do Favorecido Inválido
1175,a0V6g000005OmrvEAC,AN,Conta Corrente/DV do Favorecido Inválido
1176,a0V6g000005OmrwEAC,AN,Conta Corrente/DV do Favorecido Inválido
1177,a0V6g000005OmrxEAC,AN,Conta Corrente/DV do Favorecido Inválido
1178,a0V6g000005OmryEAC,AN,Conta Corrente/DV do Favorecido Inválido
1179,a0V6g000005OmrzEAC,AN,Conta Corrente/DV do Favorecido Inválido
1180,a0V6g000005OmsCEAS,AN,Conta Corrente/DV do Favorecido Inválido
1181,a0V6g000005OmsDEAS,AN,Conta Corrente/DV do Favorecido Inválido
1182,a0V6g000005OmsEEAS,AN,Conta Corrente/DV do Favorecido Inválido
1183,a0V6g000005OmsFEAS,AN,Conta Corrente/DV do Favorecido Inválido
1184,a0V6g000005OmskEAC,AC,Tipo de Serviço Inválido
1185,a0V6g000005OmslEAC,AN,Conta Corrente/DV do Favorecido Inválido
1186,a0V6g000005OmsnEAC,AN,Conta Corrente/DV do Favorecido Inválido
1187,a0V6g000005OmsTEAS,AG,Agência/Conta Corrente/DV Inválido
1188,a0V6g000005OmsUEAS,AG,Agência/Conta Corrente/DV Inválido
1189,a0V6g000005OmsVEAS,AC,Tipo de Serviço Inválido
1190,a0V6g000005OmsWEAS,AC,Tipo de Serviço Inválido
1191,a0V6g000005OmvAEAS,AN,Conta Corrente/DV do Favorecido Inválido
1192,a0V6g000005OmvBEAS,AN,Conta Corrente/DV do Favorecido Inválido
1193,a0V6g000005OmvCEAS,AN,Conta Corrente/DV do Favorecido Inválido
1194,a0V6g000005OmvDEAS,AN,Conta Corrente/DV do Favorecido Inválido
1195,a0V6g000005OmvhEAC,AN,Conta Corrente/DV do Favorecido Inválido
1196,a0V6g000005OmviEAC,AN,Conta Corrente/DV do Favorecido Inválido
1197,a0V6g000005OmvjEAC,AN,Conta Corrente/DV do Favorecido Inválido
1198,a0V6g000005OmvkEAC,AN,Conta Corrente/DV do Favorecido Inválido
1199,a0V6g000005OmvlEAC,AN,Conta Corrente/DV do Favorecido Inválido
1200,a0V6g000005OmvREAS,AG,Agência/Conta Corrente/DV Inválido
1201,a0V6g000005OmvSEAS,AG,Agência/Conta Corrente/DV Inválido
1202,a0V6g000005OmvTEAS,AC,Tipo de Serviço Inválido
1203,a0V6g000005OmvUEAS,AC,Tipo de Serviço Inválido
1204,a0V6g000005OmvyEAC,AC,Tipo de Serviço Inválido
1205,a0V6g000005OmvzEAC,AN,Conta Corrente/DV do Favorecido Inválido
1206,a0V6g000005Omw0EAC,AT,Tipo/Número de Inscrição do Favorecido Inválido
1207,a0V6g000005On2eEAC,AN,Conta Corrente/DV do Favorecido Inválido
1208,a0V6g000005On2fEAC,AN,Conta Corrente/DV do Favorecido Inválido
1209,a0V6g000005On2gEAC,AN,Conta Corrente/DV do Favorecido Inválido
1210,a0V6g000005On2hEAC,AN,Conta Corrente/DV do Favorecido Inválido
1211,a0V6g000005On2NEAS,AN,Conta Corrente/DV do Favorecido Inválido
1212,a0V6g000005On2OEAS,AN,Conta Corrente/DV do Favorecido Inválido
1213,a0V6g000005On2PEAS,AN,Conta Corrente/DV do Favorecido Inválido
1214,a0V6g000005On2QEAS,AN,Conta Corrente/DV do Favorecido Inválido
1215,a0V6g000005On2REAS,AN,Conta Corrente/DV do Favorecido Inválido
1216,a0V6g000005On2vEAC,AC,Tipo de Serviço Inválido
1217,a0V6g000005On4JEAS,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1218,a0V6g000005PHILEA4,AN,Conta Corrente/DV do Favorecido Inválido
1219,a0V6g000005PHIMEA4,AN,Conta Corrente/DV do Favorecido Inválido
1220,a0V6g000005PHINEA4,AN,Conta Corrente/DV do Favorecido Inválido
1221,a0V6g000005PHIOEA4,AN,Conta Corrente/DV do Favorecido Inválido
1222,a0V6g000005eaSOEAY,AC,Tipo de Serviço Inválido
1223,a0V6g000005easqEAA,AN,Conta Corrente/DV do Favorecido Inválido
1224,a0V6g000005easrEAA,AN,Conta Corrente/DV do Favorecido Inválido
1225,a0V6g000005eassEAA,AN,Conta Corrente/DV do Favorecido Inválido
1226,a0V6g000007O86xEAC,AC,Tipo de Serviço Inválido
1227,a0V6g000007O87AEAS,AN,Conta Corrente/DV do Favorecido Inválido
1228,a0V6g000007O87BEAS,AN,Conta Corrente/DV do Favorecido Inválido
1229,a0V6g000007O87CEAS,AN,Conta Corrente/DV do Favorecido Inválido
1230,a0V6g000007O87DEAS,AN,Conta Corrente/DV do Favorecido Inválido
1231,a0V6g000007O87REAS,AN,Conta Corrente/DV do Favorecido Inválido
1232,a0V6g000007O87SEAS,AG,Agência/Conta Corrente/DV Inválido
1233,a0V6g000007O87TEAS,AG,Agência/Conta Corrente/DV Inválido
1234,a0V6g000007O893EAC,AN,Conta Corrente/DV do Favorecido Inválido
1235,a0V6g000007O894EAC,AN,Conta Corrente/DV do Favorecido Inválido
1236,a0V6g000007O895EAC,AN,Conta Corrente/DV do Favorecido Inválido
1237,a0V6g000007O896EAC,AN,Conta Corrente/DV do Favorecido Inválido
1238,a0V6g000007O89KEAS,AN,Conta Corrente/DV do Favorecido Inválido
1239,a0V6g000007O89LEAS,AN,Conta Corrente/DV do Favorecido Inválido
1240,a0V6g000007O89MEAS,AN,Conta Corrente/DV do Favorecido Inválido
1241,a0V6g000007O89NEAS,AN,Conta Corrente/DV do Favorecido Inválido
1242,a0V6g000007O8AQEA0,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1243,a0V6g000007O9t9EAC,AN,Conta Corrente/DV do Favorecido Inválido
1244,a0V6g000007O9tAEAS,AN,Conta Corrente/DV do Favorecido Inválido
1245,a0V6g000007O9teEAC,AN,Conta Corrente/DV do Favorecido Inválido
1246,a0V6g000007O9tfEAC,AN,Conta Corrente/DV do Favorecido Inválido
1247,a0V6g000007O9tgEAC,AN,Conta Corrente/DV do Favorecido Inválido
1248,a0V6g000007O9thEAC,AN,Conta Corrente/DV do Favorecido Inválido
1249,a0V6g000007O9tNEAS,AN,Conta Corrente/DV do Favorecido Inválido
1250,a0V6g000007O9tOEAS,AN,Conta Corrente/DV do Favorecido Inválido
1251,a0V6g000007O9tPEAS,AN,Conta Corrente/DV do Favorecido Inválido
1252,a0V6g000007O9tQEAS,AN,Conta Corrente/DV do Favorecido Inválido
1253,a0V6g000007O9tREAS,AN,Conta Corrente/DV do Favorecido Inválido
1254,a0V6g000007O9tvEAC,AN,Conta Corrente/DV do Favorecido Inválido
1255,a0V6g000007O9twEAC,AN,Conta Corrente/DV do Favorecido Inválido
1256,a0V6g000007O9txEAC,AN,Conta Corrente/DV do Favorecido Inválido
1257,a0V6g000007O9tyEAC,AG,Agência/Conta Corrente/DV Inválido
1258,a0V6g000007OBBBEA4,AN,Conta Corrente/DV do Favorecido Inválido
1259,a0V6g000007OBBCEA4,AN,Conta Corrente/DV do Favorecido Inválido
1260,a0V6g000007OBBDEA4,AN,Conta Corrente/DV do Favorecido Inválido
1261,a0V6g000007OBBEEA4,AN,Conta Corrente/DV do Favorecido Inválido
1262,a0V6g000007OBBFEA4,AN,Conta Corrente/DV do Favorecido Inválido
1263,a0V6g000007OBBjEAO,AN,Conta Corrente/DV do Favorecido Inválido
1264,a0V6g000007OBBkEAO,AN,Conta Corrente/DV do Favorecido Inválido
1265,a0V6g000007OBBlEAO,AN,Conta Corrente/DV do Favorecido Inválido
1266,a0V6g000007OBBmEAO,AN,Conta Corrente/DV do Favorecido Inválido
1267,a0V6g000007OBBSEA4,AN,Conta Corrente/DV do Favorecido Inválido
1268,a0V6g000007OBBTEA4,AN,Conta Corrente/DV do Favorecido Inválido
1269,a0V6g000007OBBUEA4,AN,Conta Corrente/DV do Favorecido Inválido
1270,a0V6g000007OBBVEA4,AN,Conta Corrente/DV do Favorecido Inválido
1271,a0V6g000007OBBzEAO,AC,Tipo de Serviço Inválido
1272,a0V6g000007OBC0EAO,AN,Conta Corrente/DV do Favorecido Inválido
1273,a0V6g000007OBC1EAO,AN,Conta Corrente/DV do Favorecido Inválido
1274,a0V6g000007OBC2EAO,AN,Conta Corrente/DV do Favorecido Inválido
1275,a0V6g000007OBC3EAO,AN,Conta Corrente/DV do Favorecido Inválido
1276,a0V6g000007OHv8EAG,AN,Conta Corrente/DV do Favorecido Inválido
1277,a0V6g000007OHv9EAG,AN,Conta Corrente/DV do Favorecido Inválido
1278,a0V6g000007OHvAEAW,AN,Conta Corrente/DV do Favorecido Inválido
1279,a0V6g000007OHvBEAW,AN,Conta Corrente/DV do Favorecido Inválido
1280,a0V6g000007OHvCEAW,AN,Conta Corrente/DV do Favorecido Inválido
1281,a0V6g000007OHvgEAG,AN,Conta Corrente/DV do Favorecido Inválido
1282,a0V6g000007OHvhEAG,AN,Conta Corrente/DV do Favorecido Inválido
1283,a0V6g000007OHviEAG,AN,Conta Corrente/DV do Favorecido Inválido
1284,a0V6g000007OHvjEAG,AN,Conta Corrente/DV do Favorecido Inválido
1285,a0V6g000007OHvPEAW,AN,Conta Corrente/DV do Favorecido Inválido
1286,a0V6g000007OHvQEAW,AN,Conta Corrente/DV do Favorecido Inválido
1287,a0V6g000007OHvREAW,AN,Conta Corrente/DV do Favorecido Inválido
1288,a0V6g000007OHvSEAW,AN,Conta Corrente/DV do Favorecido Inválido
1289,a0V6g000007OHvxEAG,AN,Conta Corrente/DV do Favorecido Inválido
1290,a0V6g000007OHvyEAG,AN,Conta Corrente/DV do Favorecido Inválido
1291,a0V6g000007OHvzEAG,AN,Conta Corrente/DV do Favorecido Inválido
1292,a0V6g000007OHw0EAG,AN,Conta Corrente/DV do Favorecido Inválido
1293,a0V6g0000064W8dEAE,AC,Tipo de Serviço Inválido
1294,a0V6g0000064W8eEAE,AC,Tipo de Serviço Inválido
1295,a0V6g0000064W8sEAE,AG,Agência/Conta Corrente/DV Inválido
1296,a0V6g0000064W8tEAE,AG,Agência/Conta Corrente/DV Inválido
1297,a0V6g0000064W8uEAE,AG,Agência/Conta Corrente/DV Inválido
1298,a0V6g0000064W8vEAE,AC,Tipo de Serviço Inválido
1299,a0V6g0000064W99EAE,AN,Conta Corrente/DV do Favorecido Inválido
1300,a0V6g0000064W9AEAU,AN,Conta Corrente/DV do Favorecido Inválido
1301,a0V6g0000064W9BEAU,AN,Conta Corrente/DV do Favorecido Inválido
1302,a0V6g0000064W9CEAU,AN,Conta Corrente/DV do Favorecido Inválido
1303,a0V6g0000064Wf6EAE,AG,Agência/Conta Corrente/DV Inválido
1304,a0V6g0000064Wf7EAE,AC,Tipo de Serviço Inválido
1305,a0V6g0000064Wf8EAE,AC,Tipo de Serviço Inválido
1306,a0V6g0000064Wf9EAE,AG,Agência/Conta Corrente/DV Inválido
1307,a0V6g0000064WfAEAU,AN,Conta Corrente/DV do Favorecido Inválido
1308,a0V6g0000064WfNEAU,AG,Agência/Conta Corrente/DV Inválido
1309,a0V6g0000062TDOEA2,AN,Conta Corrente/DV do Favorecido Inválido
1310,a0V6g0000062TDPEA2,AN,Conta Corrente/DV do Favorecido Inválido
1311,a0V6g0000062TDQEA2,AN,Conta Corrente/DV do Favorecido Inválido
1312,a0V6g0000062tEDEAY,AG,Agência/Conta Corrente/DV Inválido
1313,a0V6g0000062tEnEAI,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1314,a0V6g0000062teREAQ,AG,Agência/Conta Corrente/DV Inválido
1315,a0V6g0000062xiNEAQ,AG,Agência/Conta Corrente/DV Inválido
1316,a0V6g0000062xJcEAI,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1317,a0V6g0000062XKCEA2,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1318,a0V6g0000064UyTEAU,AN,Conta Corrente/DV do Favorecido Inválido
1319,a0V6g0000064UyUEAU,AN,Conta Corrente/DV do Favorecido Inválido
1320,a0V6g0000064UyyEAE,AC,Tipo de Serviço Inválido
1321,a0V6g0000064UyzEAE,AC,Tipo de Serviço Inválido
1322,a0V6g0000064Uz0EAE,AN,Conta Corrente/DV do Favorecido Inválido
1323,a0V6g0000064Uz1EAE,AN,Conta Corrente/DV do Favorecido Inválido
1324,a0V6g0000064UZbEAM,AN,Conta Corrente/DV do Favorecido Inválido
1325,a0V6g0000064UZcEAM,AN,Conta Corrente/DV do Favorecido Inválido
1326,a0V6g0000064UZdEAM,AN,Conta Corrente/DV do Favorecido Inválido
1327,a0V6g0000064UZeEAM,AN,Conta Corrente/DV do Favorecido Inválido
1328,a0V6g0000064UzFEAU,AN,Conta Corrente/DV do Favorecido Inválido
1329,a0V6g000006cmlaEAA,AG,Agência/Conta Corrente/DV Inválido
1330,a0V6g000006cmlHEAQ,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1331,a0V6g000006cmlIEAQ,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1332,a0V6g000006cmlnEAA,AN,Conta Corrente/DV do Favorecido Inválido
1333,a0V6g000006cmloEAA,AN,Conta Corrente/DV do Favorecido Inválido
1334,a0V6g000006cmlpEAA,AN,Conta Corrente/DV do Favorecido Inválido
1335,a0V6g000006cmlqEAA,AN,Conta Corrente/DV do Favorecido Inválido
1336,a0V6g000006cmlrEAA,AN,Conta Corrente/DV do Favorecido Inválido
1337,a0V6g000006cmlXEAQ,AG,Agência/Conta Corrente/DV Inválido
1338,a0V6g000006cmlYEAQ,AG,Agência/Conta Corrente/DV Inválido
1339,a0V6g000006cmlZEAQ,AG,Agência/Conta Corrente/DV Inválido
1340,a0V6g000006cmngEAA,AC,Tipo de Serviço Inválido
1341,a0V6g000006comaEAA,AN,Conta Corrente/DV do Favorecido Inválido
1342,a0V6g000006combEAA,AN,Conta Corrente/DV do Favorecido Inválido
1343,a0V6g000006comcEAA,AN,Conta Corrente/DV do Favorecido Inválido
1344,a0V6g000006compEAA,AN,Conta Corrente/DV do Favorecido Inválido
1345,a0V6g000006comqEAA,AN,Conta Corrente/DV do Favorecido Inválido
1346,a0V6g000006comrEAA,AG,Agência/Conta Corrente/DV Inválido
1347,a0V6g000006comsEAA,AG,Agência/Conta Corrente/DV Inválido
1348,a0V6g000006comZEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1349,a0V6g000006con6EAA,AN,Conta Corrente/DV do Favorecido Inválido
1350,a0V6g000006con7EAA,AN,Conta Corrente/DV do Favorecido Inválido
1351,a0V6g000006con8EAA,AN,Conta Corrente/DV do Favorecido Inválido
1352,a0V6g000006con9EAA,AN,Conta Corrente/DV do Favorecido Inválido
1353,a0V6g000006condEAA,AN,Conta Corrente/DV do Favorecido Inválido
1354,a0V6g000006coneEAA,AN,Conta Corrente/DV do Favorecido Inválido
1355,a0V6g000006confEAA,AN,Conta Corrente/DV do Favorecido Inválido
1356,a0V6g000006congEAA,AN,Conta Corrente/DV do Favorecido Inválido
1357,a0V6g000006conhEAA,AN,Conta Corrente/DV do Favorecido Inválido
1358,a0V6g000006conNEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1359,a0V6g000006conOEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1360,a0V6g000006conPEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1361,a0V6g000006conQEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1362,a0V6g000006conMEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1363,a0V6g000006conqEAA,AG,Agência/Conta Corrente/DV Inválido
1364,a0V6g000006conREAQ,AN,Conta Corrente/DV do Favorecido Inválido
1365,a0V6g000006consEAA,AG,Agência/Conta Corrente/DV Inválido
1366,a0V6g000006conTEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1367,a0V6g000006conzEAA,AC,Tipo de Serviço Inválido
1368,a0V6g000006coo1EAA,AC,Tipo de Serviço Inválido
1369,a0V6g000006ctpIEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1370,a0V6g000006ctpKEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1371,a0V6g000006ctpPEAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
1372,a0V6g000006ctpREAQ,AT,Tipo/Número de Inscrição do Favorecido Inválido
1373,a0V6g000006cwu9EAA,AN,Conta Corrente/DV do Favorecido Inválido
1374,a0V6g000006cwuBEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1375,a0V6g000006cwuGEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1376,a0V6g000006cwuIEAQ,AN,Conta Corrente/DV do Favorecido Inválido
