_CustomObjectKey,id,Data_Pagamento_Resgate
1599,a0o6g00000Dg7qhAAB,2019-06-27
1600,a0o6g00000Dg7qiAAB,2019-06-27
1601,a0o6g00000Dg7qjAAB,2019-06-27
1602,a0o6g00000Dg7qkAAB,2019-06-27
1603,a0o6g00000DTFSBAA5,2019-12-10
1604,a0o6g00000DTFSDAA5,2018-12-21
1605,a0o6g00000DTFSEAA5,2019-12-21
1606,a0o6g00000Dg7rcAAB,2018-12-11
1607,a0o6g00000Dg7rdAAB,2020-03-11
1608,a0o6g00000Dg7reAAB,2019-02-11
1609,a0o6g00000Dg7rfAAB,2019-07-12
1610,a0o6g00000Dg7s4AAB,2019-02-19
1611,a0o6g00000Dg7s5AAB,2019-02-21
1612,a0o6g00000Dg7s6AAB,2021-02-23
1613,a0o6g00000Dg7s7AAB,2020-02-23
1614,a0o6g00000Dg7s8AAB,2019-02-20
1615,a0o6g00000Dg7s9AAB,2019-02-22
1616,a0o6g00000Dg7sAAAR,2019-02-20
1617,a0o6g00000Dg7sBAAR,2021-02-23
1618,a0o6g00000Dg7wnAAB,2020-08-08
1619,a0o6g00000Dg7woAAB,2020-08-08
1620,a0o6g00000Dg7wpAAB,2019-07-09
1621,a0o6g00000Dg7wqAAB,2019-07-09
1622,a0o6g00000Dg7wrAAB,2019-02-09
1623,a0o6g00000Dg7wsAAB,2019-09-09
1624,a0o6g00000Dg7wtAAB,2019-06-07
1625,a0o6g00000Dg7wuAAB,2019-07-07
1626,a0o6g00000Dg7wxAAB,2020-07-11
1627,a0o6g00000Dg7wyAAB,2019-07-10
1628,a0o6g00000Dg7x0AAB,2021-03-16
1629,a0o6g00000Dg7x1AAB,2019-03-15
1630,a0o6g00000Dg7yDAAR,2020-05-04
1631,a0o6g00000Dg7yEAAR,2019-05-03
1632,a0o6g00000Dg7yFAAR,2019-04-25
1633,a0o6g00000Dg7yGAAR,2019-04-24
1634,a0o6g00000Dg7yHAAR,2019-04-26
1635,a0o6g00000Dg7yIAAR,2019-04-25
1636,a0o6g00000Dg7yJAAR,2019-04-25
1637,a0o6g00000Dg7yKAAR,2019-04-25
1638,a0o6g00000Dg7yLAAR,2019-04-11
1639,a0o6g00000Dg7yMAAR,2020-04-11
1640,a0o6g00000Dg7yNAAR,2021-02-11
1641,a0o6g00000Dg7yOAAR,2020-08-11
1642,a0o6g00000Dg7yPAAR,2021-04-11
1643,a0o6g00000Dg7yQAAR,2021-04-11
1644,a0o6g00000Dg7yRAAR,2021-04-11
1645,a0o6g00000Dg7ySAAR,2019-04-11
1646,a0o6g00000Dg7yTAAR,2019-04-11
1647,a0o6g00000Dg7yUAAR,2019-04-11
1648,a0o6g00000Dg7yVAAR,2019-04-11
1649,a0o6g00000Dg7yWAAR,2019-04-11
1650,a0o6g00000Dg7yXAAR,2019-04-11
1651,a0o6g00000Dg7yYAAR,2019-04-11
1652,a0o6g00000Dg7yZAAR,2019-04-11
1653,a0o6g00000Dg8CDAAZ,2019-08-08
1654,a0o6g00000Dg8CHAAZ,2020-08-10
1655,a0o6g00000Dg8CNAAZ,2019-08-10
1656,a0o6g00000Dg8CQAAZ,2018-10-08
1657,a0o6g00000Dg8FzAAJ,2021-04-03
1658,a0o6g00000Dg8G0AAJ,2021-04-04
1659,a0o6g00000Dg8G1AAJ,2019-04-04
1660,a0o6g00000Dg8G2AAJ,2020-04-04
1661,a0o6g00000Dg8G3AAJ,2021-04-04
1662,a0o6g00000Dg8G4AAJ,2019-03-28
1663,a0o6g00000Dg8G5AAJ,2019-03-28
1664,a0o6g00000Dg8G6AAJ,2019-04-04
1665,a0o6g00000Dg8i2AAB,2019-06-21
1666,a0o6g00000Dg8i3AAB,2019-06-20
1667,a0o6g00000Dg8i4AAB,2019-06-20
1668,a0o6g00000Dg8i5AAB,2019-06-20
1669,a0o6g00000Dg8i6AAB,2019-06-20
1670,a0o6g00000Dg8i7AAB,2019-06-20
1671,a0o6g00000Dg8i8AAB,2019-06-20
1672,a0o6g00000Dg8i9AAB,2019-06-20
1673,a0o6g00000Dg8iAAAR,2019-06-20
1674,a0o6g00000Dg8iBAAR,2019-06-20
1675,a0o6g00000Dg8iCAAR,2019-06-20
1676,a0o6g00000Dg8iDAAR,2019-06-20
1677,a0o6g00000Dg8iEAAR,2019-06-21
1678,a0o6g00000Dg8iFAAR,2019-06-20
1679,a0o6g00000Dg8l6AAB,2019-04-26
1680,a0o6g00000Dg8l7AAB,2019-04-25
1681,a0o6g00000Dg8l8AAB,2019-04-26
1682,a0o6g00000Dg8l9AAB,2019-04-25
1683,a0o6g00000Dg8lAAAR,2019-04-25
1684,a0o6g00000Dg8lBAAR,2019-04-25
1685,a0o6g00000Dg8lCAAR,2019-04-25
1686,a0o6g00000Dg8lDAAR,2019-04-25
1687,a0o6g00000Dg8lEAAR,2019-04-25
1688,a0o6g00000Dg8paAAB,2019-04-05
1689,a0o6g00000Dg8pbAAB,2019-04-05
1690,a0o6g00000Dg8pcAAB,2019-04-05
1691,a0o6g00000Dg8pdAAB,2019-04-05
1692,a0o6g00000Dg8peAAB,2019-04-05
1693,a0o6g00000Dg8pfAAB,2019-04-05
1694,a0o6g00000Dg8pgAAB,2019-04-05
1695,a0o6g00000Dg8phAAB,2019-04-05
1696,a0o6g00000Dg8piAAB,2019-04-05
1697,a0o6g00000Dg8pjAAB,2019-04-05
1698,a0o6g00000Dg8pkAAB,2019-04-04
1699,a0o6g00000Dg8plAAB,2019-04-05
1700,a0o6g00000Dg8pmAAB,2019-04-05
1701,a0o6g00000Dg8pnAAB,2019-04-05
1702,a0o6g00000Dg8QdAAJ,2019-04-25
1703,a0o6g00000Dg8QeAAJ,2019-04-26
1704,a0o6g00000Dg8QfAAJ,2019-04-25
1705,a0o6g00000Dg8QgAAJ,2019-04-26
1706,a0o6g00000Dg8QhAAJ,2019-04-25
1707,a0o6g00000Dg8QiAAJ,2019-04-25
1708,a0o6g00000Dg8QjAAJ,2019-04-25
1709,a0o6g00000Dg8QkAAJ,2019-05-02
1710,a0o6g00000Dg8QlAAJ,2020-01-02
1711,a0o6g00000Dg8QmAAJ,2019-09-01
1712,a0o6g000005bBPyAAM,2019-03-15
1713,a0o6g00000Dg8rAAAR,2021-02-22
1714,a0o6g00000Dg8rEAAR,2021-02-23
1715,a0o6g00000Dg8rFAAR,2021-02-23
1716,a0o6g00000Dg8rGAAR,2019-02-21
1717,a0o6g00000Dg8zsAAB,2020-10-31
1718,a0o6g00000Dg8zuAAB,2020-12-01
1719,a0o6g00000Dg8zvAAB,2020-06-01
1720,a0o6g00000Dg8zwAAB,2020-10-31
1721,a0o6g00000Dg8zxAAB,2020-10-31
1722,a0o6g00000Dg900AAB,2020-12-01
1723,a0o6g00000Dg901AAB,2020-10-31
1724,a0o6g00000Dg902AAB,2021-02-01
1725,a0o6g00000Dg903AAB,2020-10-31
1726,a0o6g00000Dg904AAB,2020-07-23
1727,a0o6g00000Dg905AAB,2020-09-23
1728,a0o6g00000Dg906AAB,2020-11-22
1729,a0o6g00000Dg907AAB,2021-02-13
1730,a0o6g00000Dg9XqAAJ,2019-08-15
1731,a0o6g00000Dg9XrAAJ,2019-08-14
1732,a0o6g00000Dg9XsAAJ,2019-08-14
1733,a0o6g00000Dg9XtAAJ,2019-08-14
1734,a0o6g00000Dg9XuAAJ,2019-08-14
1735,a0o6g00000Dg9XvAAJ,2019-09-17
1736,a0o6g00000Dg9XwAAJ,2019-09-05
1737,a0o6g00000Dg9XxAAJ,2019-09-17
1738,a0o6g00000Dg9ZZAAZ,2019-05-07
1739,a0o6g00000Dg9ZaAAJ,2019-05-07
1740,a0o6g00000Dg9ZbAAJ,2019-05-07
1741,a0o6g00000Dg9ZcAAJ,2019-05-07
1742,a0o6g00000Dg9ZdAAJ,2019-05-07
1743,a0o6g00000Dg9ZeAAJ,2019-05-07
1744,a0o6g00000Dg9ZfAAJ,2019-05-07
1745,a0o6g00000Dg9ZgAAJ,2018-09-04
1746,a0o6g00000Dg9ZhAAJ,2019-09-06
1747,a0o6g00000Dg9nEAAR,2020-08-04
1748,a0o6g00000Dg9umAAB,2019-08-08
1749,a0o6g00000Dg9unAAB,2019-08-08
1750,a0o6g00000Dg9uoAAB,2019-08-08
1751,a0o6g00000Dg9upAAB,2019-08-08
1752,a0o6g00000Dg9uqAAB,2019-08-08
1753,a0o6g00000Dg9urAAB,2019-08-08
1754,a0o6g00000Dg9usAAB,2019-08-08
1755,a0o6g00000Dg9utAAB,2019-08-08
1756,a0o6g00000Dg9uuAAB,2019-08-08
1757,a0o6g00000Dg9uvAAB,2019-08-08
1758,a0o6g00000Dg9uwAAB,2019-08-09
1759,a0o6g00000Dg9uxAAB,2019-08-08
1760,a0o6g00000Dg9uyAAB,2019-08-08
1761,a0o6g00000Dg9uzAAB,2019-08-08
1762,a0o6g00000Dg9v1AAB,2019-08-08
1763,a0o6g00000Dg9v2AAB,2019-08-08
1764,a0o6g00000Dg9v3AAB,2019-08-08
1765,a0o6g00000Dg9v4AAB,2019-08-08
1766,a0o6g00000Dg9v5AAB,2019-08-08
1767,a0o6g00000Dg9v6AAB,2019-08-08
1768,a0o6g00000Dg9v7AAB,2019-08-08
1769,a0o6g00000Dg9v8AAB,2019-08-08
1770,a0o6g000005bDM0AAM,2019-01-21
1771,a0o6g00000Dg7qwAAB,2019-10-04
1772,a0o6g00000Dg7qxAAB,2019-04-20
1773,a0o6g00000Dg7r0AAB,2019-04-05
1774,a0o6g00000Dg7r1AAB,2021-04-06
1775,a0o6g00000Dg7r2AAB,2021-04-06
1776,a0o6g00000Dg7r3AAB,2020-04-06
1777,a0o6g00000Dg7qaAAB,2019-03-26
1778,a0o6g00000Dg7qbAAB,2019-03-27
1779,a0o6g00000Dg7qcAAB,2019-04-03
1780,a0o6g00000Dg7qZAAR,2019-04-04
1781,a0o6g000005bDMuAAM,2018-10-20
1782,a0o6g00000Dg7r4AAB,2021-04-06
1783,a0o6g00000Dg7r5AAB,2021-04-05
1784,a0o6g00000Dg7r6AAB,2021-04-06
1785,a0o6g00000Dg7r7AAB,2021-04-05
1786,a0o6g00000Dg7r8AAB,2019-10-03
1787,a0o6g00000Dg7r9AAB,2019-04-04
1788,a0o6g00000Dg7rAAAR,2021-04-04
1789,a0o6g000005bDNMAA2,2018-11-28
1790,a0o6g00000Dg7rCAAR,2021-04-05
1791,a0o6g00000Dg7rDAAR,2021-04-05
1792,a0o6g00000Dg7rEAAR,2020-04-05
1793,a0o6g00000Dg7rFAAR,2019-04-05
1794,a0o6g00000Dg7rGAAR,2021-04-06
1795,a0o6g00000Dg7rHAAR,2019-04-05
1796,a0o6g00000Dg7rIAAR,2020-04-06
1797,a0o6g00000Dg7rJAAR,2019-04-04
1798,a0o6g00000Dg7rKAAR,2020-04-05
1799,a0o6g00000Dg7rLAAR,2019-04-05
1800,a0o6g000005bFIuAAM,2019-03-02
1801,a0o6g00000Dg7rrAAB,2021-04-04
1802,a0o6g00000Dg7rsAAB,2019-11-04
1803,a0o6g00000Dg7rtAAB,2021-04-04
1804,a0o6g00000Dg7ruAAB,2019-04-04
1805,a0o6g00000Dg7rvAAB,2021-04-04
1806,a0o6g00000Dg7rwAAB,2021-04-04
1807,a0o6g00000Dg7rxAAB,2021-04-06
1808,a0o6g00000Dg7s1AAB,2019-10-18
1809,a0o6g00000Dg7s2AAB,2019-02-20
1810,a0o6g00000Dg7s3AAB,2021-02-20
1811,a0o6g000005t8yFAAQ,2020-06-16
1812,a0o6g000005t8yPAAQ,2018-10-01
1813,a0o6g000005t8ytAAA,2021-12-20
1814,a0o6g00000Dg7rUAAR,2021-04-04
1815,a0o6g00000Dg7rVAAR,2019-04-20
1816,a0o6g00000Dg7rWAAR,2020-04-21
1817,a0o6g00000Dg7rXAAR,2020-04-21
1818,a0o6g00000Dg7rYAAR,2018-10-11
1819,a0o6g00000Dg7rZAAR,2019-08-11
1820,a0o6g00000Dg7sCAAR,2019-08-20
1821,a0o6g00000Dg7sDAAR,2021-02-23
1822,a0o6g00000Dg7sEAAR,2020-02-23
1823,a0o6g00000Dg7sFAAR,2019-02-22
1824,a0o6g00000Dg7sGAAR,2019-02-22
1825,a0o6g00000Dg7sHAAR,2021-02-23
1826,a0o6g00000Dg7sIAAR,2019-06-06
1827,a0o6g00000Dg7sJAAR,2020-06-07
1828,a0o6g00000Dg7sKAAR,2019-06-06
1829,a0o6g00000Dg7sLAAR,2019-06-06
1830,a0o6g00000Dg7sMAAR,2019-06-06
1831,a0o6g00000Dg7sNAAR,2019-06-06
1832,a0o6g00000Dg7sOAAR,2019-06-06
1833,a0o6g00000Dg7sPAAR,2019-06-06
1834,a0o6g00000Dg7sQAAR,2019-06-06
1835,a0o6g00000Dg7sRAAR,2019-06-06
1836,a0o6g00000Dg7sSAAR,2019-06-06
1837,a0o6g00000Dg7sTAAR,2019-06-06
1838,a0o6g00000Dg7saAAB,2019-06-06
1839,a0o6g00000Dg7sbAAB,2019-06-06
1840,a0o6g00000Dg7scAAB,2019-06-06
1841,a0o6g00000Dg7sdAAB,2019-06-06
1842,a0o6g00000Dg7seAAB,2019-06-06
1843,a0o6g00000Dg7sfAAB,2019-06-06
1844,a0o6g00000Dg7sgAAB,2019-06-06
1845,a0o6g00000Dg7shAAB,2019-06-06
1846,a0o6g00000Dg7siAAB,2019-06-06
1847,a0o6g00000Dg7sjAAB,2019-06-06
1848,a0o6g00000Dg7skAAB,2019-06-06
1849,a0o6g00000Dg7slAAB,2019-06-06
1850,a0o6g00000Dg7smAAB,2019-06-06
1851,a0o6g00000Dg7snAAB,2019-06-06
1852,a0o6g00000Dg7soAAB,2019-06-06
1853,a0o6g00000Dg7spAAB,2019-06-06
1854,a0o6g00000Dg7sqAAB,2019-06-06
1855,a0o6g00000Dg7srAAB,2019-06-06
1856,a0o6g00000Dg7ssAAB,2019-06-06
1857,a0o6g00000Dg7stAAB,2019-06-06
1858,a0o6g00000Dg7suAAB,2019-06-06
1859,a0o6g00000Dg7svAAB,2019-06-06
1860,a0o6g00000Dg7sUAAR,2019-06-06
1861,a0o6g00000Dg7sVAAR,2019-06-06
1862,a0o6g00000Dg7sWAAR,2019-06-06
1863,a0o6g00000Dg7sXAAR,2019-06-06
1864,a0o6g00000Dg7sYAAR,2019-06-06
1865,a0o6g00000Dg7sZAAR,2019-06-06
1866,a0o6g00000Dg7swAAB,2021-04-06
1867,a0o6g00000Dg7sxAAB,2019-04-06
1868,a0o6g00000Dg7syAAB,2019-06-05
1869,a0o6g00000Dg7szAAB,2019-06-05
1870,a0o6g00000Dg7t0AAB,2019-06-05
1871,a0o6g00000Dg7t1AAB,2019-06-05
1872,a0o6g00000Dg7t2AAB,2019-06-06
1873,a0o6g00000Dg7t3AAB,2019-06-06
1874,a0o6g00000Dg7t4AAB,2019-06-05
1875,a0o6g00000Dg7t5AAB,2019-06-05
1876,a0o6g00000Dg7t6AAB,2019-06-05
1877,a0o6g00000Dg7t7AAB,2021-04-11
1878,a0o6g00000Dg7t8AAB,2019-06-20
1879,a0o6g00000Dg7t9AAB,2020-06-11
1880,a0o6g00000Dg7tBAAR,2021-04-11
1881,a0o6g00000Dg7tCAAR,2019-04-12
1882,a0o6g00000Dg7tDAAR,2019-04-12
1883,a0o6g00000Dg7tEAAR,2019-04-12
1884,a0o6g00000Dg7tFAAR,2019-04-11
1885,a0o6g00000Dg7tGAAR,2019-04-11
1886,a0o6g00000Dg7tHAAR,2019-04-11
1887,a0o6g00000Dg7tIAAR,2019-04-11
1888,a0o6g00000Dg7tJAAR,2019-04-11
1889,a0o6g00000Dg7tKAAR,2019-04-11
1890,a0o6g00000Dg7tLAAR,2019-04-11
1891,a0o6g00000Dg7tMAAR,2019-04-12
1892,a0o6g00000Dg7tNAAR,2019-04-11
1893,a0o6g00000Dg7tOAAR,2019-04-11
1894,a0o6g00000Dg7tPAAR,2019-04-12
1895,a0o6g00000Dg7tQAAR,2019-04-11
1896,a0o6g00000Dg7tRAAR,2019-04-11
1897,a0o6g00000Dg7tSAAR,2019-04-11
1898,a0o6g00000Dg7tTAAR,2019-04-11
1899,a0o6g00000Dg7tUAAR,2019-04-12
1900,a0o6g00000Dg7tVAAR,2019-04-11
1901,a0o6g00000Dg7tWAAR,2019-04-11
1902,a0o6g00000Dg7tXAAR,2019-04-11
1903,a0o6g00000Dg7x2AAB,2021-03-15
1904,a0o6g00000Dg7x3AAB,2021-03-15
1905,a0o6g00000Dg7x4AAB,2020-03-15
1906,a0o6g00000Dg7x5AAB,2020-08-15
1907,a0o6g00000Dg7x7AAB,2019-03-15
1908,a0o6g00000Dg7x8AAB,2019-06-15
1909,a0o6g00000Dg7x9AAB,2021-03-15
1910,a0o6g00000Dg7xAAAR,2021-03-15
1911,a0o6g00000Dg7xBAAR,2019-03-16
1912,a0o6g00000Dg7xCAAR,2020-03-15
1913,a0o6g00000Dg7xEAAR,2019-03-16
1914,a0o6g00000Dg7xFAAR,2021-03-15
1915,a0o6g00000Dg7xGAAR,2019-03-16
1916,a0o6g00000Dg7xHAAR,2019-05-15
1917,a0o6g00000Dg7xIAAR,2021-03-15
1918,a0o6g00000Dg7xJAAR,2019-03-16
1919,a0o6g00000Dg7xKAAR,2021-03-15
1920,a0o6g00000Dg7xLAAR,2020-08-16
1921,a0o6g00000Dg7xMAAR,2020-08-16
1922,a0o6g00000Dg7xNAAR,2020-08-16
1923,a0o6g00000Dg7xOAAR,2020-08-16
1924,a0o6g00000Dg7xPAAR,2020-08-16
1925,a0o6g00000Dg7xQAAR,2019-03-16
1926,a0o6g00000Dg7xaAAB,2021-03-16
1927,a0o6g00000Dg7xbAAB,2020-03-16
1928,a0o6g00000Dg7xcAAB,2021-03-16
1929,a0o6g00000Dg7xeAAB,2018-09-16
1930,a0o6g00000Dg7xfAAB,2019-07-16
1931,a0o6g00000Dg7xgAAB,2019-12-15
1932,a0o6g00000Dg7xhAAB,2019-03-16
1933,a0o6g00000Dg7xRAAR,2021-03-15
1934,a0o6g00000Dg7xSAAR,2019-09-15
1935,a0o6g00000Dg7xTAAR,2020-03-15
1936,a0o6g00000Dg7xUAAR,2019-03-16
1937,a0o6g00000Dg7xWAAR,2019-03-15
1938,a0o6g00000Dg7xXAAR,2021-03-16
1939,a0o6g00000Dg7xYAAR,2021-03-16
1940,a0o6g00000Dg7xZAAR,2019-03-16
1941,a0o6g00000Dg7xtAAB,2019-04-25
1942,a0o6g00000Dg7xuAAB,2019-04-24
1943,a0o6g00000Dg7xvAAB,2019-04-24
1944,a0o6g00000Dg7xwAAB,2019-04-24
1945,a0o6g00000Dg7xxAAB,2019-04-24
1946,a0o6g00000Dg7xyAAB,2019-04-25
1947,a0o6g00000Dg7xzAAB,2019-04-25
1948,a0o6g00000Dg7y0AAB,2019-04-25
1949,a0o6g00000Dg7y1AAB,2019-04-27
1950,a0o6g00000Dg7y2AAB,2019-04-26
1951,a0o6g00000Dg7y3AAB,2019-04-25
1952,a0o6g00000Dg7y4AAB,2020-05-04
1953,a0o6g000005fw99AAA,2019-12-05
1954,a0o6g000005fwKUAAY,2019-09-01
1955,a0o6g000005fwKVAAY,2019-09-01
1956,a0o6g000005fwKrAAI,2021-05-06
1957,a0o6g000005fwKsAAI,2019-11-28
1958,a0o6g000005fwKvAAI,2018-12-22
1959,a0o6g000005fwLFAAY,2021-10-17
1960,a0o6g000005fwbrAAA,2018-10-05
1961,a0o6g00000DffZ3AAJ,2018-11-04
1962,a0o6g00000DffZ6AAJ,2019-12-04
1963,a0o6g00000DffZ7AAJ,2018-12-04
1964,a0o6g000005fwcIAAQ,2018-09-19
1965,a0o6g00000DffzAAAR,2018-11-27
1966,a0o6g00000DffzBAAR,2018-11-27
1967,a0o6g00000DffzHAAR,2018-11-27
1968,a0o6g00000DffzKAAR,2018-11-27
1969,a0o6g00000DffzMAAR,2018-11-30
1970,a0o6g00000DffzNAAR,2018-11-27
1971,a0o6g00000DffZKAAZ,2018-12-07
1972,a0o6g00000DffZRAAZ,2018-12-07
1973,a0o6g00000DffZSAAZ,2018-12-07
1974,a0o6g00000DffZZAAZ,2018-12-08
1975,a0o6g00000DffzbAAB,2018-11-30
1976,a0o6g00000DffzcAAB,2018-11-30
1977,a0o6g00000DffzdAAB,2018-11-30
1978,a0o6g00000DffzeAAB,2018-11-30
1979,a0o6g00000DffzfAAB,2018-11-30
1980,a0o6g00000DffzgAAB,2018-11-30
1981,a0o6g00000DffzhAAB,2018-11-30
1982,a0o6g00000DffziAAB,2018-11-27
1983,a0o6g00000DffzjAAB,2018-11-27
1984,a0o6g00000DffzkAAB,2018-11-27
1985,a0o6g00000DffzlAAB,2018-11-27
1986,a0o6g00000DffzmAAB,2018-11-27
1987,a0o6g00000DffznAAB,2018-11-27
1988,a0o6g000005fwqcAAA,2018-11-25
1989,a0o6g000005fwqjAAA,2019-10-22
1990,a0o6g000005fwqkAAA,2021-02-28
1991,a0o6g000005fwqmAAA,2020-07-21
1992,a0o6g000005fwqnAAA,2020-07-21
1993,a0o6g000005fwr5AAA,2019-09-28
1994,a0o6g00000DffzxAAB,2018-11-11
1995,a0o6g00000DffzyAAB,2018-11-11
1996,a0o6g00000DffzzAAB,2018-11-11
1997,a0o6g00000Dfg00AAB,2019-11-11
1998,a0o6g00000Dfg01AAB,2018-11-11
1999,a0o6g00000Dfg39AAB,2018-11-27
2000,a0o6g00000Dfg3AAAR,2018-11-27
2001,a0o6g00000Dfg3BAAR,2018-11-27
2002,a0o6g00000Dfg3CAAR,2018-11-27
2003,a0o6g00000Dfg3DAAR,2018-11-30
2004,a0o6g00000Dfg3EAAR,2020-09-30
2005,a0o6g00000Dfg4lAAB,2018-11-11
2006,a0o6g00000Dfg4mAAB,2018-11-11
2007,a0o6g00000Dfg4nAAB,2018-11-11
2008,a0o6g00000Dfg4oAAB,2018-11-11
2009,a0o6g00000Dfg4pAAB,2018-11-11
2010,a0o6g00000Dfg4qAAB,2020-11-11
2011,a0o6g00000Dfg4rAAB,2018-11-11
2012,a0o6g00000Dfg4sAAB,2020-11-11
2013,a0o6g00000Dfg1qAAB,2018-12-23
2014,a0o6g00000Dfg1zAAB,2018-12-23
2015,a0o6g00000Dfg20AAB,2019-12-23
2016,a0o6g00000Dfg21AAB,2019-12-23
2017,a0o6g000005fx34AAA,2020-04-22
2018,a0o6g000005fx3OAAQ,2019-03-06
2019,a0o6g000005fx3RAAQ,2020-10-10
2020,a0o6g000005fx3aAAA,2019-10-09
2021,a0o6g000005fx3cAAA,2019-09-15
2022,a0o6g000005fx3nAAA,2019-12-29
2023,a0o6g000005fxZkAAI,2019-06-30
2024,a0o6g000005fxZzAAI,2020-12-18
2025,a0o6g000005fxaDAAQ,2020-12-27
2026,a0o6g000005fxaPAAQ,2022-03-25
2027,a0o6g000005fxaRAAQ,2020-12-07
2028,a0o6g000005fxo7AAA,2020-04-27
2029,a0o6g000005fxotAAA,2021-04-16
2030,a0o6g000005fxowAAA,2019-08-08
2031,a0o6g000005fySUAAY,2020-04-24
2032,a0o6g000005fyT1AAI,2018-12-07
2033,a0o6g000005fyT5AAI,2019-08-05
2034,a0o6g000005fyTCAAY,2018-10-03
2035,a0o6g000005fyTFAAY,2019-04-19
2036,a0o6g000005fyTGAAY,2018-09-28
2037,a0o6g000005fyTcAAI,2018-12-01
2038,a0o6g000005fyfrAAA,2019-08-04
2039,a0o6g000005fyfvAAA,2018-11-23
2040,a0o6g000005fygXAAQ,2019-03-29
2041,a0o6g000005fygaAAA,2020-08-10
2042,a0o6g000005fygjAAA,2018-10-02
2043,a0o6g000005fygnAAA,2019-11-10
2044,a0o6g000005fygoAAA,2020-07-12
2045,a0o6g00000Dg7y6AAB,2019-05-02
2046,a0o6g00000Dg7y7AAB,2019-04-25
2047,a0o6g00000Dg7y8AAB,2019-04-25
2048,a0o6g00000Dg7y9AAB,2020-05-02
2049,a0o6g00000Dg7yCAAR,2020-07-01
2050,a0o6g000005bHHaAAM,2018-12-15
2051,a0o6g000005bHHbAAM,2018-10-09
2052,a0o6g000005bHHdAAM,2019-03-21
2053,a0o6g000005bHHqAAM,2018-11-12
2054,a0o6g000005bHIUAA2,2019-01-10
2055,a0o6g00000Dg7yaAAB,2019-04-11
2056,a0o6g00000Dg7ybAAB,2019-04-11
2057,a0o6g00000Dg7ycAAB,2019-04-11
2058,a0o6g00000Dg7ydAAB,2019-04-11
2059,a0o6g00000Dg7yeAAB,2019-04-11
2060,a0o6g00000Dg7yfAAB,2019-04-12
2061,a0o6g00000Dg7ygAAB,2019-04-12
2062,a0o6g00000Dg7yhAAB,2019-04-12
2063,a0o6g00000Dg7yiAAB,2019-04-11
2064,a0o6g00000Dg7yjAAB,2019-04-11
2065,a0o6g00000Dg7ykAAB,2019-04-11
2066,a0o6g00000Dg7ylAAB,2019-04-11
2067,a0o6g00000Dg7ymAAB,2019-04-11
2068,a0o6g00000Dg7ynAAB,2019-04-12
2069,a0o6g00000Dg7yoAAB,2019-04-11
2070,a0o6g00000Dg7ypAAB,2019-04-11
2071,a0o6g00000Dg7yqAAB,2019-04-11
2072,a0o6g00000Dg7yrAAB,2019-04-11
2073,a0o6g00000Dg7ysAAB,2019-04-11
2074,a0o6g00000Dg7ytAAB,2019-04-11
2075,a0o6g00000Dg7yvAAB,2020-02-25
2076,a0o6g00000Dg7ywAAB,2021-02-25
2077,a0o6g00000Dg7yxAAB,2019-02-26
2078,a0o6g00000Dg7yyAAB,2019-02-26
2079,a0o6g00000Dg7yzAAB,2020-02-25
2080,a0o6g00000Dg7z0AAB,2021-02-25
2081,a0o6g00000Dg7z1AAB,2019-02-26
2082,a0o6g00000Dg7z2AAB,2019-08-16
2083,a0o6g00000Dg7z3AAB,2019-08-16
2084,a0o6g00000Dg7z4AAB,2019-08-16
2085,a0o6g00000Dg7z5AAB,2019-08-16
2086,a0o6g00000Dg7z6AAB,2019-08-16
2087,a0o6g00000Dg7z8AAB,2019-08-17
2088,a0o6g00000Dg7z9AAB,2019-04-25
2089,a0o6g00000Dg7zAAAR,2020-03-16
2090,a0o6g00000Dg7zBAAR,2019-08-16
2091,a0o6g00000Dg7zCAAR,2019-08-16
2092,a0o6g00000Dg7zDAAR,2019-04-03
2093,a0o6g00000Dg7zEAAR,2019-03-28
2094,a0o6g00000Dg7zFAAR,2019-03-28
2095,a0o6g00000Dg7zGAAR,2019-04-04
2096,a0o6g00000Dg7zHAAR,2019-04-04
2097,a0o6g00000Dg7zIAAR,2019-03-28
2098,a0o6g00000Dg7zJAAR,2019-03-28
2099,a0o6g00000Dg7zKAAR,2019-04-03
2100,a0o6g00000Dg7zLAAR,2019-04-02
2101,a0o6g00000Dg7zMAAR,2019-03-28
2102,a0o6g00000Dg7zNAAR,2019-03-28
2103,a0o6g00000Dg7zOAAR,2019-03-28
2104,a0o6g00000Dg7zPAAR,2019-03-28
2105,a0o6g00000Dg7zQAAR,2019-03-28
2106,a0o6g00000Dg7zRAAR,2019-04-04
2107,a0o6g00000Dg7zSAAR,2019-03-28
2108,a0o6g00000Dg7zTAAR,2019-04-03
2109,a0o6g00000Dg7zUAAR,2019-04-04
2110,a0o6g00000Dg7zfAAB,2021-04-03
2111,a0o6g00000Dg7zgAAB,2019-04-04
2112,a0o6g00000Dg7zhAAB,2019-04-04
2113,a0o6g00000Dg7ziAAB,2019-04-04
2114,a0o6g00000Dg7zjAAB,2019-03-28
2115,a0o6g00000Dg7zkAAB,2019-04-04
2116,a0o6g00000Dg7zlAAB,2019-03-28
2117,a0o6g00000Dg7zmAAB,2019-03-28
2118,a0o6g00000Dg7znAAB,2019-03-28
2119,a0o6g00000Dg7zoAAB,2019-03-28
2120,a0o6g00000Dg7zpAAB,2019-03-28
2121,a0o6g00000Dg7zqAAB,2019-07-16
